Calendar_Date,ID,Track_Direction,Line,Branch,Track_Name,Location_Description,Loc_GTFS_Stop_ID,Location_Type,Direction_Sort,Restriction_Status,Date_Restriction_Reported,Date_Restriction_Cleared,Restriction_Speed_MPH,Restriction_Reason,Restriction_Distance_Feet,Restriction_Distance_Miles,Line_Restricted_Track_Pct,Line_Total_Track_Miles,Systemwide_Restricted_Track_Pct,Systemwide_Total_Track_Miles,SR_Restriction_Distance_Span,Restriction_Path,Restriction_Days_Active_On_Calendar_Day,Restriction_Days_to_Clear,Daily_Restriction_Count_Start,Month_Restriction_Count_Start,Restriction_Count_New,Restriction_Count_Cleared,Month_Restriction_Count_End,Daily_Restriction_Count_End
2024-02-23,508520,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB JFK to Andrew,place-jfk | place-andrw,Between Stations,RBNB-12,Active Restriction,2023-01-13,,10 mph,Track,513.9999999999986,0.09734848484848459,0.0020533323106619824,47.41,7.135939367283726e-4,136.42,Multi-Segment,End,406,,0,0,0,0,0,0
2024-02-22,508520,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB JFK to Andrew,place-jfk | place-andrw,Between Stations,RBNB-12,Active Restriction,2023-01-13,,10 mph,Track,513.9999999999986,0.09734848484848459,0.0020533323106619824,47.41,7.135939367283726e-4,136.42,Multi-Segment,End,405,,0,0,0,0,0,0
2024-02-21,508520,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB JFK to Andrew,place-jfk | place-andrw,Between Stations,RBNB-12,Active Restriction,2023-01-13,,10 mph,Track,513.9999999999986,0.09734848484848459,0.0020533323106619824,47.41,7.135939367283726e-4,136.42,Multi-Segment,End,404,,0,0,0,0,0,0
2024-02-20,508520,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB JFK to Andrew,place-jfk | place-andrw,Between Stations,RBNB-12,Active Restriction,2023-01-13,,10 mph,Track,513.9999999999986,0.09734848484848459,0.0020533323106619824,47.41,7.135939367283726e-4,136.42,Multi-Segment,End,403,,0,0,0,0,0,0
2024-02-19,508520,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB JFK to Andrew,place-jfk | place-andrw,Between Stations,RBNB-12,Active Restriction,2023-01-13,,10 mph,Track,513.9999999999986,0.09734848484848459,0.0020533323106619824,47.41,7.135939367283726e-4,136.42,Multi-Segment,End,402,,0,0,0,0,0,0
2024-02-18,508520,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB JFK to Andrew,place-jfk | place-andrw,Between Stations,RBNB-12,Active Restriction,2023-01-13,,10 mph,Track,513.9999999999986,0.09734848484848459,0.0020533323106619824,47.41,7.135939367283726e-4,136.42,Multi-Segment,End,401,,0,0,0,0,0,0
2024-02-17,508520,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB JFK to Andrew,place-jfk | place-andrw,Between Stations,RBNB-12,Active Restriction,2023-01-13,,10 mph,Track,513.9999999999986,0.09734848484848459,0.0020533323106619824,47.41,7.135939367283726e-4,136.42,Multi-Segment,End,400,,0,0,0,0,0,0
2024-02-16,508520,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB JFK to Andrew,place-jfk | place-andrw,Between Stations,RBNB-12,Active Restriction,2023-01-13,,10 mph,Track,513.9999999999986,0.09734848484848459,0.0020533323106619824,47.41,7.135939367283726e-4,136.42,Multi-Segment,End,399,,0,0,0,0,0,0
2024-02-15,508520,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB JFK to Andrew,place-jfk | place-andrw,Between Stations,RBNB-12,Active Restriction,2023-01-13,,10 mph,Track,513.9999999999986,0.09734848484848459,0.0020533323106619824,47.41,7.135939367283726e-4,136.42,Multi-Segment,End,398,,0,0,0,0,0,0
2024-02-14,508520,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB JFK to Andrew,place-jfk | place-andrw,Between Stations,RBNB-12,Active Restriction,2023-01-13,,10 mph,Track,513.9999999999986,0.09734848484848459,0.0020533323106619824,47.41,7.135939367283726e-4,136.42,Multi-Segment,End,397,,0,0,0,0,0,0
2024-02-13,508520,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB JFK to Andrew,place-jfk | place-andrw,Between Stations,RBNB-12,Active Restriction,2023-01-13,,10 mph,Track,513.9999999999986,0.09734848484848459,0.0020533323106619824,47.41,7.135939367283726e-4,136.42,Multi-Segment,End,396,,0,0,0,0,0,0
2024-02-12,508520,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB JFK to Andrew,place-jfk | place-andrw,Between Stations,RBNB-12,Active Restriction,2023-01-13,,10 mph,Track,513.9999999999986,0.09734848484848459,0.0020533323106619824,47.41,7.135939367283726e-4,136.42,Multi-Segment,End,395,,0,0,0,0,0,0
2024-02-11,508520,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB JFK to Andrew,place-jfk | place-andrw,Between Stations,RBNB-12,Active Restriction,2023-01-13,,10 mph,Track,513.9999999999986,0.09734848484848459,0.0020533323106619824,47.41,7.135939367283726e-4,136.42,Multi-Segment,End,394,,0,0,0,0,0,0
2024-02-10,508520,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB JFK to Andrew,place-jfk | place-andrw,Between Stations,RBNB-12,Active Restriction,2023-01-13,,10 mph,Track,513.9999999999986,0.09734848484848459,0.0020533323106619824,47.41,7.135939367283726e-4,136.42,Multi-Segment,End,393,,0,0,0,0,0,0
2024-02-09,508520,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB JFK to Andrew,place-jfk | place-andrw,Between Stations,RBNB-12,Active Restriction,2023-01-13,,10 mph,Track,513.9999999999986,0.09734848484848459,0.0020533323106619824,47.41,7.135939367283726e-4,136.42,Multi-Segment,End,392,,0,0,0,0,0,0
2024-02-08,508520,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB JFK to Andrew,place-jfk | place-andrw,Between Stations,RBNB-12,Active Restriction,2023-01-13,,10 mph,Track,513.9999999999986,0.09734848484848459,0.0020533323106619824,47.41,7.135939367283726e-4,136.42,Multi-Segment,End,391,,0,0,0,0,0,0
2024-02-07,508520,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB JFK to Andrew,place-jfk | place-andrw,Between Stations,RBNB-12,Active Restriction,2023-01-13,,10 mph,Track,513.9999999999986,0.09734848484848459,0.0020533323106619824,47.41,7.135939367283726e-4,136.42,Multi-Segment,End,390,,0,0,0,0,0,0
2024-02-06,508520,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB JFK to Andrew,place-jfk | place-andrw,Between Stations,RBNB-12,Active Restriction,2023-01-13,,10 mph,Track,513.9999999999986,0.09734848484848459,0.0020533323106619824,47.41,7.135939367283726e-4,136.42,Multi-Segment,End,389,,0,0,0,0,0,0
2024-02-05,508520,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB JFK to Andrew,place-jfk | place-andrw,Between Stations,RBNB-12,Active Restriction,2023-01-13,,10 mph,Track,513.9999999999986,0.09734848484848459,0.0020533323106619824,47.41,7.135939367283726e-4,136.42,Multi-Segment,End,388,,0,0,0,0,0,0
2024-02-04,508520,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB JFK to Andrew,place-jfk | place-andrw,Between Stations,RBNB-12,Active Restriction,2023-01-13,,10 mph,Track,513.9999999999986,0.09734848484848459,0.0020533323106619824,47.41,7.135939367283726e-4,136.42,Multi-Segment,End,387,,0,0,0,0,0,0
2024-02-03,508520,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB JFK to Andrew,place-jfk | place-andrw,Between Stations,RBNB-12,Active Restriction,2023-01-13,,10 mph,Track,513.9999999999986,0.09734848484848459,0.0020533323106619824,47.41,7.135939367283726e-4,136.42,Multi-Segment,End,386,,0,0,0,0,0,0
2024-02-02,508520,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB JFK to Andrew,place-jfk | place-andrw,Between Stations,RBNB-12,Active Restriction,2023-01-13,,10 mph,Track,513.9999999999986,0.09734848484848459,0.0020533323106619824,47.41,7.135939367283726e-4,136.42,Multi-Segment,End,385,,0,0,0,0,0,0
2024-02-01,508520,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB JFK to Andrew,place-jfk | place-andrw,Between Stations,RBNB-12,Active Restriction,2023-01-13,,10 mph,Track,513.9999999999986,0.09734848484848459,0.0020533323106619824,47.41,7.135939367283726e-4,136.42,Multi-Segment,End,384,,0,0,0,0,0,0
2024-02-29,000108R,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB Charles to Kendall,place-chmnl | place-knncl,Between Stations,RBNB-24,Active Restriction,2023-10-19,,10 mph,Track,500,0.0946969696969697,0.0019974049714610777,47.41,6.941575260003644e-4,136.42,Multi-Segment,End,133,,0,0,0,0,0,0
2024-02-28,000108R,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB Charles to Kendall,place-chmnl | place-knncl,Between Stations,RBNB-24,Active Restriction,2023-10-19,,10 mph,Track,500,0.0946969696969697,0.0019974049714610777,47.41,6.941575260003644e-4,136.42,Multi-Segment,End,132,,0,0,0,0,0,0
2024-02-27,000108R,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB Charles to Kendall,place-chmnl | place-knncl,Between Stations,RBNB-24,Active Restriction,2023-10-19,,10 mph,Track,500,0.0946969696969697,0.0019974049714610777,47.41,6.941575260003644e-4,136.42,Multi-Segment,End,131,,0,0,0,0,0,0
2024-02-26,550504,WB,Green Line,Green Line - B,GL Kenmore-Boston Col. WB,WB Allston St to Warren St,place-alsgr | place-wrnst,Between Stations,GBWB-20,Active Restriction,2023-06-21,,10 mph,Track,323.0000000000004,0.0611742424242425,0.0011330661682578717,53.99,4.484257617962359e-4,136.42,Multi-Segment,End,250,,0,0,0,0,0,0
2024-02-25,550504,WB,Green Line,Green Line - B,GL Kenmore-Boston Col. WB,WB Allston St to Warren St,place-alsgr | place-wrnst,Between Stations,GBWB-20,Active Restriction,2023-06-21,,10 mph,Track,323.0000000000004,0.0611742424242425,0.0011330661682578717,53.99,4.484257617962359e-4,136.42,Multi-Segment,End,249,,0,0,0,0,0,0
2024-02-24,550504,WB,Green Line,Green Line - B,GL Kenmore-Boston Col. WB,WB Allston St to Warren St,place-alsgr | place-wrnst,Between Stations,GBWB-20,Active Restriction,2023-06-21,,10 mph,Track,323.0000000000004,0.0611742424242425,0.0011330661682578717,53.99,4.484257617962359e-4,136.42,Multi-Segment,End,248,,0,0,0,0,0,0
2024-02-23,550504,WB,Green Line,Green Line - B,GL Kenmore-Boston Col. WB,WB Allston St to Warren St,place-alsgr | place-wrnst,Between Stations,GBWB-20,Active Restriction,2023-06-21,,10 mph,Track,323.0000000000004,0.0611742424242425,0.0011330661682578717,53.99,4.484257617962359e-4,136.42,Multi-Segment,End,247,,0,0,0,0,0,0
2024-02-22,550504,WB,Green Line,Green Line - B,GL Kenmore-Boston Col. WB,WB Allston St to Warren St,place-alsgr | place-wrnst,Between Stations,GBWB-20,Active Restriction,2023-06-21,,10 mph,Track,323.0000000000004,0.0611742424242425,0.0011330661682578717,53.99,4.484257617962359e-4,136.42,Multi-Segment,End,246,,0,0,0,0,0,0
2024-02-21,550504,WB,Green Line,Green Line - B,GL Kenmore-Boston Col. WB,WB Allston St to Warren St,place-alsgr | place-wrnst,Between Stations,GBWB-20,Active Restriction,2023-06-21,,10 mph,Track,323.0000000000004,0.0611742424242425,0.0011330661682578717,53.99,4.484257617962359e-4,136.42,Multi-Segment,End,245,,0,0,0,0,0,0
2024-02-20,550504,WB,Green Line,Green Line - B,GL Kenmore-Boston Col. WB,WB Allston St to Warren St,place-alsgr | place-wrnst,Between Stations,GBWB-20,Active Restriction,2023-06-21,,10 mph,Track,323.0000000000004,0.0611742424242425,0.0011330661682578717,53.99,4.484257617962359e-4,136.42,Multi-Segment,End,244,,0,0,0,0,0,0
2024-02-19,550504,WB,Green Line,Green Line - B,GL Kenmore-Boston Col. WB,WB Allston St to Warren St,place-alsgr | place-wrnst,Between Stations,GBWB-20,Active Restriction,2023-06-21,,10 mph,Track,323.0000000000004,0.0611742424242425,0.0011330661682578717,53.99,4.484257617962359e-4,136.42,Multi-Segment,End,243,,0,0,0,0,0,0
2024-02-18,550504,WB,Green Line,Green Line - B,GL Kenmore-Boston Col. WB,WB Allston St to Warren St,place-alsgr | place-wrnst,Between Stations,GBWB-20,Active Restriction,2023-06-21,,10 mph,Track,323.0000000000004,0.0611742424242425,0.0011330661682578717,53.99,4.484257617962359e-4,136.42,Multi-Segment,End,242,,0,0,0,0,0,0
2024-02-17,550504,WB,Green Line,Green Line - B,GL Kenmore-Boston Col. WB,WB Allston St to Warren St,place-alsgr | place-wrnst,Between Stations,GBWB-20,Active Restriction,2023-06-21,,10 mph,Track,323.0000000000004,0.0611742424242425,0.0011330661682578717,53.99,4.484257617962359e-4,136.42,Multi-Segment,End,241,,0,0,0,0,0,0
2024-02-16,550504,WB,Green Line,Green Line - B,GL Kenmore-Boston Col. WB,WB Allston St to Warren St,place-alsgr | place-wrnst,Between Stations,GBWB-20,Active Restriction,2023-06-21,,10 mph,Track,323.0000000000004,0.0611742424242425,0.0011330661682578717,53.99,4.484257617962359e-4,136.42,Multi-Segment,End,240,,0,0,0,0,0,0
2024-02-15,550504,WB,Green Line,Green Line - B,GL Kenmore-Boston Col. WB,WB Allston St to Warren St,place-alsgr | place-wrnst,Between Stations,GBWB-20,Active Restriction,2023-06-21,,10 mph,Track,323.0000000000004,0.0611742424242425,0.0011330661682578717,53.99,4.484257617962359e-4,136.42,Multi-Segment,End,239,,0,0,0,0,0,0
2024-02-14,550504,WB,Green Line,Green Line - B,GL Kenmore-Boston Col. WB,WB Allston St to Warren St,place-alsgr | place-wrnst,Between Stations,GBWB-20,Active Restriction,2023-06-21,,10 mph,Track,323.0000000000004,0.0611742424242425,0.0011330661682578717,53.99,4.484257617962359e-4,136.42,Multi-Segment,End,238,,0,0,0,0,0,0
2024-02-13,550504,WB,Green Line,Green Line - B,GL Kenmore-Boston Col. WB,WB Allston St to Warren St,place-alsgr | place-wrnst,Between Stations,GBWB-20,Active Restriction,2023-06-21,,10 mph,Track,323.0000000000004,0.0611742424242425,0.0011330661682578717,53.99,4.484257617962359e-4,136.42,Multi-Segment,End,237,,0,0,0,0,0,0
2024-02-12,550504,WB,Green Line,Green Line - B,GL Kenmore-Boston Col. WB,WB Allston St to Warren St,place-alsgr | place-wrnst,Between Stations,GBWB-20,Active Restriction,2023-06-21,,10 mph,Track,323.0000000000004,0.0611742424242425,0.0011330661682578717,53.99,4.484257617962359e-4,136.42,Multi-Segment,End,236,,0,0,0,0,0,0
2024-02-11,550504,WB,Green Line,Green Line - B,GL Kenmore-Boston Col. WB,WB Allston St to Warren St,place-alsgr | place-wrnst,Between Stations,GBWB-20,Active Restriction,2023-06-21,,10 mph,Track,323.0000000000004,0.0611742424242425,0.0011330661682578717,53.99,4.484257617962359e-4,136.42,Multi-Segment,End,235,,0,0,0,0,0,0
2024-02-10,550504,WB,Green Line,Green Line - B,GL Kenmore-Boston Col. WB,WB Allston St to Warren St,place-alsgr | place-wrnst,Between Stations,GBWB-20,Active Restriction,2023-06-21,,10 mph,Track,323.0000000000004,0.0611742424242425,0.0011330661682578717,53.99,4.484257617962359e-4,136.42,Multi-Segment,End,234,,0,0,0,0,0,0
2024-02-09,550504,WB,Green Line,Green Line - B,GL Kenmore-Boston Col. WB,WB Allston St to Warren St,place-alsgr | place-wrnst,Between Stations,GBWB-20,Active Restriction,2023-06-21,,10 mph,Track,323.0000000000004,0.0611742424242425,0.0011330661682578717,53.99,4.484257617962359e-4,136.42,Multi-Segment,End,233,,0,0,0,0,0,0
2024-02-08,550504,WB,Green Line,Green Line - B,GL Kenmore-Boston Col. WB,WB Allston St to Warren St,place-alsgr | place-wrnst,Between Stations,GBWB-20,Active Restriction,2023-06-21,,10 mph,Track,323.0000000000004,0.0611742424242425,0.0011330661682578717,53.99,4.484257617962359e-4,136.42,Multi-Segment,End,232,,0,0,0,0,0,0
2024-02-07,550504,WB,Green Line,Green Line - B,GL Kenmore-Boston Col. WB,WB Allston St to Warren St,place-alsgr | place-wrnst,Between Stations,GBWB-20,Active Restriction,2023-06-21,,10 mph,Track,323.0000000000004,0.0611742424242425,0.0011330661682578717,53.99,4.484257617962359e-4,136.42,Multi-Segment,End,231,,0,0,0,0,0,0
2024-02-06,550504,WB,Green Line,Green Line - B,GL Kenmore-Boston Col. WB,WB Allston St to Warren St,place-alsgr | place-wrnst,Between Stations,GBWB-20,Active Restriction,2023-06-21,,10 mph,Track,323.0000000000004,0.0611742424242425,0.0011330661682578717,53.99,4.484257617962359e-4,136.42,Multi-Segment,End,230,,0,0,0,0,0,0
2024-02-05,550504,WB,Green Line,Green Line - B,GL Kenmore-Boston Col. WB,WB Allston St to Warren St,place-alsgr | place-wrnst,Between Stations,GBWB-20,Active Restriction,2023-06-21,,10 mph,Track,323.0000000000004,0.0611742424242425,0.0011330661682578717,53.99,4.484257617962359e-4,136.42,Multi-Segment,End,229,,0,0,0,0,0,0
2024-02-04,550504,WB,Green Line,Green Line - B,GL Kenmore-Boston Col. WB,WB Allston St to Warren St,place-alsgr | place-wrnst,Between Stations,GBWB-20,Active Restriction,2023-06-21,,10 mph,Track,323.0000000000004,0.0611742424242425,0.0011330661682578717,53.99,4.484257617962359e-4,136.42,Multi-Segment,End,228,,0,0,0,0,0,0
2024-02-03,550504,WB,Green Line,Green Line - B,GL Kenmore-Boston Col. WB,WB Allston St to Warren St,place-alsgr | place-wrnst,Between Stations,GBWB-20,Active Restriction,2023-06-21,,10 mph,Track,323.0000000000004,0.0611742424242425,0.0011330661682578717,53.99,4.484257617962359e-4,136.42,Multi-Segment,End,227,,0,0,0,0,0,0
2024-02-02,550504,WB,Green Line,Green Line - B,GL Kenmore-Boston Col. WB,WB Allston St to Warren St,place-alsgr | place-wrnst,Between Stations,GBWB-20,Active Restriction,2023-06-21,,10 mph,Track,323.0000000000004,0.0611742424242425,0.0011330661682578717,53.99,4.484257617962359e-4,136.42,Multi-Segment,End,226,,0,0,0,0,0,0
2024-02-01,550504,WB,Green Line,Green Line - B,GL Kenmore-Boston Col. WB,WB Allston St to Warren St,place-alsgr | place-wrnst,Between Stations,GBWB-20,Active Restriction,2023-06-21,,10 mph,Track,323.0000000000004,0.0611742424242425,0.0011330661682578717,53.99,4.484257617962359e-4,136.42,Multi-Segment,End,225,,0,0,0,0,0,0
2024-02-29,329925,WB,Green Line,Green Line - C,GL Kenmore-Cleveland Cir. WB,WB Kenmore to St. Mary's St,place-kencl | place-smary,Between Stations,GCWB-02,Active Restriction,2021-09-23,,6 mph,Track,413,0.07821969696969697,0.001448781199660992,53.99,5.733741164763009e-4,136.42,Multi-Segment,End,889,,0,0,0,0,0,0
2024-02-28,329925,WB,Green Line,Green Line - C,GL Kenmore-Cleveland Cir. WB,WB Kenmore to St. Mary's St,place-kencl | place-smary,Between Stations,GCWB-02,Active Restriction,2021-09-23,,6 mph,Track,413,0.07821969696969697,0.001448781199660992,53.99,5.733741164763009e-4,136.42,Multi-Segment,End,888,,0,0,0,0,0,0
2024-02-27,329925,WB,Green Line,Green Line - C,GL Kenmore-Cleveland Cir. WB,WB Kenmore to St. Mary's St,place-kencl | place-smary,Between Stations,GCWB-02,Active Restriction,2021-09-23,,6 mph,Track,413,0.07821969696969697,0.001448781199660992,53.99,5.733741164763009e-4,136.42,Multi-Segment,End,887,,0,0,0,0,0,0
2024-02-26,329925,WB,Green Line,Green Line - C,GL Kenmore-Cleveland Cir. WB,WB Kenmore to St. Mary's St,place-kencl | place-smary,Between Stations,GCWB-02,Active Restriction,2021-09-23,,6 mph,Track,413,0.07821969696969697,0.001448781199660992,53.99,5.733741164763009e-4,136.42,Multi-Segment,End,886,,0,0,0,0,0,0
2024-02-25,329925,WB,Green Line,Green Line - C,GL Kenmore-Cleveland Cir. WB,WB Kenmore to St. Mary's St,place-kencl | place-smary,Between Stations,GCWB-02,Active Restriction,2021-09-23,,6 mph,Track,413,0.07821969696969697,0.001448781199660992,53.99,5.733741164763009e-4,136.42,Multi-Segment,End,885,,0,0,0,0,0,0
2024-02-24,329925,WB,Green Line,Green Line - C,GL Kenmore-Cleveland Cir. WB,WB Kenmore to St. Mary's St,place-kencl | place-smary,Between Stations,GCWB-02,Active Restriction,2021-09-23,,6 mph,Track,413,0.07821969696969697,0.001448781199660992,53.99,5.733741164763009e-4,136.42,Multi-Segment,End,884,,0,0,0,0,0,0
2024-02-23,329925,WB,Green Line,Green Line - C,GL Kenmore-Cleveland Cir. WB,WB Kenmore to St. Mary's St,place-kencl | place-smary,Between Stations,GCWB-02,Active Restriction,2021-09-23,,6 mph,Track,413,0.07821969696969697,0.001448781199660992,53.99,5.733741164763009e-4,136.42,Multi-Segment,End,883,,0,0,0,0,0,0
2024-02-22,329925,WB,Green Line,Green Line - C,GL Kenmore-Cleveland Cir. WB,WB Kenmore to St. Mary's St,place-kencl | place-smary,Between Stations,GCWB-02,Active Restriction,2021-09-23,,6 mph,Track,413,0.07821969696969697,0.001448781199660992,53.99,5.733741164763009e-4,136.42,Multi-Segment,End,882,,0,0,0,0,0,0
2024-02-21,329925,WB,Green Line,Green Line - C,GL Kenmore-Cleveland Cir. WB,WB Kenmore to St. Mary's St,place-kencl | place-smary,Between Stations,GCWB-02,Active Restriction,2021-09-23,,6 mph,Track,413,0.07821969696969697,0.001448781199660992,53.99,5.733741164763009e-4,136.42,Multi-Segment,End,881,,0,0,0,0,0,0
2024-02-20,329925,WB,Green Line,Green Line - C,GL Kenmore-Cleveland Cir. WB,WB Kenmore to St. Mary's St,place-kencl | place-smary,Between Stations,GCWB-02,Active Restriction,2021-09-23,,6 mph,Track,413,0.07821969696969697,0.001448781199660992,53.99,5.733741164763009e-4,136.42,Multi-Segment,End,880,,0,0,0,0,0,0
2024-02-19,329925,WB,Green Line,Green Line - C,GL Kenmore-Cleveland Cir. WB,WB Kenmore to St. Mary's St,place-kencl | place-smary,Between Stations,GCWB-02,Active Restriction,2021-09-23,,6 mph,Track,413,0.07821969696969697,0.001448781199660992,53.99,5.733741164763009e-4,136.42,Multi-Segment,End,879,,0,0,0,0,0,0
2024-02-18,329925,WB,Green Line,Green Line - C,GL Kenmore-Cleveland Cir. WB,WB Kenmore to St. Mary's St,place-kencl | place-smary,Between Stations,GCWB-02,Active Restriction,2021-09-23,,6 mph,Track,413,0.07821969696969697,0.001448781199660992,53.99,5.733741164763009e-4,136.42,Multi-Segment,End,878,,0,0,0,0,0,0
2024-02-17,329925,WB,Green Line,Green Line - C,GL Kenmore-Cleveland Cir. WB,WB Kenmore to St. Mary's St,place-kencl | place-smary,Between Stations,GCWB-02,Active Restriction,2021-09-23,,6 mph,Track,413,0.07821969696969697,0.001448781199660992,53.99,5.733741164763009e-4,136.42,Multi-Segment,End,877,,0,0,0,0,0,0
2024-02-16,329925,WB,Green Line,Green Line - C,GL Kenmore-Cleveland Cir. WB,WB Kenmore to St. Mary's St,place-kencl | place-smary,Between Stations,GCWB-02,Active Restriction,2021-09-23,,6 mph,Track,413,0.07821969696969697,0.001448781199660992,53.99,5.733741164763009e-4,136.42,Multi-Segment,End,876,,0,0,0,0,0,0
2024-02-15,329925,WB,Green Line,Green Line - C,GL Kenmore-Cleveland Cir. WB,WB Kenmore to St. Mary's St,place-kencl | place-smary,Between Stations,GCWB-02,Active Restriction,2021-09-23,,6 mph,Track,413,0.07821969696969697,0.001448781199660992,53.99,5.733741164763009e-4,136.42,Multi-Segment,End,875,,0,0,0,0,0,0
2024-02-14,329925,WB,Green Line,Green Line - C,GL Kenmore-Cleveland Cir. WB,WB Kenmore to St. Mary's St,place-kencl | place-smary,Between Stations,GCWB-02,Active Restriction,2021-09-23,,6 mph,Track,413,0.07821969696969697,0.001448781199660992,53.99,5.733741164763009e-4,136.42,Multi-Segment,End,874,,0,0,0,0,0,0
2024-02-13,329925,WB,Green Line,Green Line - C,GL Kenmore-Cleveland Cir. WB,WB Kenmore to St. Mary's St,place-kencl | place-smary,Between Stations,GCWB-02,Active Restriction,2021-09-23,,6 mph,Track,413,0.07821969696969697,0.001448781199660992,53.99,5.733741164763009e-4,136.42,Multi-Segment,End,873,,0,0,0,0,0,0
2024-02-12,329925,WB,Green Line,Green Line - C,GL Kenmore-Cleveland Cir. WB,WB Kenmore to St. Mary's St,place-kencl | place-smary,Between Stations,GCWB-02,Active Restriction,2021-09-23,,6 mph,Track,413,0.07821969696969697,0.001448781199660992,53.99,5.733741164763009e-4,136.42,Multi-Segment,End,872,,0,0,0,0,0,0
2024-02-11,329925,WB,Green Line,Green Line - C,GL Kenmore-Cleveland Cir. WB,WB Kenmore to St. Mary's St,place-kencl | place-smary,Between Stations,GCWB-02,Active Restriction,2021-09-23,,6 mph,Track,413,0.07821969696969697,0.001448781199660992,53.99,5.733741164763009e-4,136.42,Multi-Segment,End,871,,0,0,0,0,0,0
2024-02-10,329925,WB,Green Line,Green Line - C,GL Kenmore-Cleveland Cir. WB,WB Kenmore to St. Mary's St,place-kencl | place-smary,Between Stations,GCWB-02,Active Restriction,2021-09-23,,6 mph,Track,413,0.07821969696969697,0.001448781199660992,53.99,5.733741164763009e-4,136.42,Multi-Segment,End,870,,0,0,0,0,0,0
2024-02-09,329925,WB,Green Line,Green Line - C,GL Kenmore-Cleveland Cir. WB,WB Kenmore to St. Mary's St,place-kencl | place-smary,Between Stations,GCWB-02,Active Restriction,2021-09-23,,6 mph,Track,413,0.07821969696969697,0.001448781199660992,53.99,5.733741164763009e-4,136.42,Multi-Segment,End,869,,0,0,0,0,0,0
2024-02-08,329925,WB,Green Line,Green Line - C,GL Kenmore-Cleveland Cir. WB,WB Kenmore to St. Mary's St,place-kencl | place-smary,Between Stations,GCWB-02,Active Restriction,2021-09-23,,6 mph,Track,413,0.07821969696969697,0.001448781199660992,53.99,5.733741164763009e-4,136.42,Multi-Segment,End,868,,0,0,0,0,0,0
2024-02-07,329925,WB,Green Line,Green Line - C,GL Kenmore-Cleveland Cir. WB,WB Kenmore to St. Mary's St,place-kencl | place-smary,Between Stations,GCWB-02,Active Restriction,2021-09-23,,6 mph,Track,413,0.07821969696969697,0.001448781199660992,53.99,5.733741164763009e-4,136.42,Multi-Segment,End,867,,0,0,0,0,0,0
2024-02-06,329925,WB,Green Line,Green Line - C,GL Kenmore-Cleveland Cir. WB,WB Kenmore to St. Mary's St,place-kencl | place-smary,Between Stations,GCWB-02,Active Restriction,2021-09-23,,6 mph,Track,413,0.07821969696969697,0.001448781199660992,53.99,5.733741164763009e-4,136.42,Multi-Segment,End,866,,0,0,0,0,0,0
2024-02-05,329925,WB,Green Line,Green Line - C,GL Kenmore-Cleveland Cir. WB,WB Kenmore to St. Mary's St,place-kencl | place-smary,Between Stations,GCWB-02,Active Restriction,2021-09-23,,6 mph,Track,413,0.07821969696969697,0.001448781199660992,53.99,5.733741164763009e-4,136.42,Multi-Segment,End,865,,0,0,0,0,0,0
2024-02-04,329925,WB,Green Line,Green Line - C,GL Kenmore-Cleveland Cir. WB,WB Kenmore to St. Mary's St,place-kencl | place-smary,Between Stations,GCWB-02,Active Restriction,2021-09-23,,6 mph,Track,413,0.07821969696969697,0.001448781199660992,53.99,5.733741164763009e-4,136.42,Multi-Segment,End,864,,0,0,0,0,0,0
