Calendar_Date,ID,Track_Direction,Line,Branch,Track_Name,Location_Description,Loc_GTFS_Stop_ID,Location_Type,Direction_Sort,Restriction_Status,Date_Restriction_Reported,Date_Restriction_Cleared,Restriction_Speed_MPH,Restriction_Reason,Restriction_Distance_Feet,Restriction_Distance_Miles,Line_Restricted_Track_Pct,Line_Total_Track_Miles,Systemwide_Restricted_Track_Pct,Systemwide_Total_Track_Miles,SR_Restriction_Distance_Span,Restriction_Path,Restriction_Days_Active_On_Calendar_Day,Restriction_Days_to_Clear,Daily_Restriction_Count_Start,Month_Restriction_Count_Start,Restriction_Count_New,Restriction_Count_Cleared,Month_Restriction_Count_End,Daily_Restriction_Count_End
2024-02-08,000116G,EB,Green Line,Green Line Trunk,GL Kenmore-College Ave EB,EB Hynes to Copley,place-hymnl | place-coecl,Between Stations,GAEB-03,Active Restriction,2023-10-18,,10 mph,Track,199.99999999999994,0.037878787878787866,7.015889586736037e-4,53.99,2.7766301040014563e-4,136.42,Multi-Segment,End,113,,0,0,0,0,0,0
2024-02-07,000116G,EB,Green Line,Green Line Trunk,GL Kenmore-College Ave EB,EB Hynes to Copley,place-hymnl | place-coecl,Between Stations,GAEB-03,Active Restriction,2023-10-18,,10 mph,Track,199.99999999999994,0.037878787878787866,7.015889586736037e-4,53.99,2.7766301040014563e-4,136.42,Multi-Segment,End,112,,0,0,0,0,0,0
2024-02-06,000116G,EB,Green Line,Green Line Trunk,GL Kenmore-College Ave EB,EB Hynes to Copley,place-hymnl | place-coecl,Between Stations,GAEB-03,Active Restriction,2023-10-18,,10 mph,Track,199.99999999999994,0.037878787878787866,7.015889586736037e-4,53.99,2.7766301040014563e-4,136.42,Multi-Segment,End,111,,0,0,0,0,0,0
2024-02-05,000116G,EB,Green Line,Green Line Trunk,GL Kenmore-College Ave EB,EB Hynes to Copley,place-hymnl | place-coecl,Between Stations,GAEB-03,Active Restriction,2023-10-18,,10 mph,Track,199.99999999999994,0.037878787878787866,7.015889586736037e-4,53.99,2.7766301040014563e-4,136.42,Multi-Segment,End,110,,0,0,0,0,0,0
2024-02-04,000116G,EB,Green Line,Green Line Trunk,GL Kenmore-College Ave EB,EB Hynes to Copley,place-hymnl | place-coecl,Between Stations,GAEB-03,Active Restriction,2023-10-18,,10 mph,Track,199.99999999999994,0.037878787878787866,7.015889586736037e-4,53.99,2.7766301040014563e-4,136.42,Multi-Segment,End,109,,0,0,0,0,0,0
2024-02-03,000116G,EB,Green Line,Green Line Trunk,GL Kenmore-College Ave EB,EB Hynes to Copley,place-hymnl | place-coecl,Between Stations,GAEB-03,Active Restriction,2023-10-18,,10 mph,Track,199.99999999999994,0.037878787878787866,7.015889586736037e-4,53.99,2.7766301040014563e-4,136.42,Multi-Segment,End,108,,0,0,0,0,0,0
2024-02-02,000116G,EB,Green Line,Green Line Trunk,GL Kenmore-College Ave EB,EB Hynes to Copley,place-hymnl | place-coecl,Between Stations,GAEB-03,Active Restriction,2023-10-18,,10 mph,Track,199.99999999999994,0.037878787878787866,7.015889586736037e-4,53.99,2.7766301040014563e-4,136.42,Multi-Segment,End,107,,0,0,0,0,0,0
2024-02-01,000116G,EB,Green Line,Green Line Trunk,GL Kenmore-College Ave EB,EB Hynes to Copley,place-hymnl | place-coecl,Between Stations,GAEB-03,Active Restriction,2023-10-18,,10 mph,Track,199.99999999999994,0.037878787878787866,7.015889586736037e-4,53.99,2.7766301040014563e-4,136.42,Multi-Segment,End,106,,0,0,0,0,0,0
2024-02-29,550504,WB,Green Line,Green Line - B,GL Kenmore-Boston Col. WB,WB Allston St to Warren St,place-alsgr | place-wrnst,Between Stations,GBWB-20,Active Restriction,2023-06-21,,10 mph,Track,323.0000000000004,0.0611742424242425,0.0011330661682578717,53.99,4.484257617962359e-4,136.42,Multi-Segment,End,253,,0,0,0,0,0,0
2024-02-28,550504,WB,Green Line,Green Line - B,GL Kenmore-Boston Col. WB,WB Allston St to Warren St,place-alsgr | place-wrnst,Between Stations,GBWB-20,Active Restriction,2023-06-21,,10 mph,Track,323.0000000000004,0.0611742424242425,0.0011330661682578717,53.99,4.484257617962359e-4,136.42,Multi-Segment,End,252,,0,0,0,0,0,0
2024-02-27,550504,WB,Green Line,Green Line - B,GL Kenmore-Boston Col. WB,WB Allston St to Warren St,place-alsgr | place-wrnst,Between Stations,GBWB-20,Active Restriction,2023-06-21,,10 mph,Track,323.0000000000004,0.0611742424242425,0.0011330661682578717,53.99,4.484257617962359e-4,136.42,Multi-Segment,End,251,,0,0,0,0,0,0
2024-02-29,000024B,WB,Blue Line,Blue Line,BL WB,WB Govt Ctr. to Bowdoin,place-gover | place-bomnl,Between Stations,BLWB-22,Active Restriction,2024-02-15,,10 mph,Track,499.0000000000002,0.0945075757575758,0.0075727224164724195,12.48,6.92769210948364e-4,136.42,Multi-Segment,Midpoint,14,,0,0,0,0,0,0
2024-02-28,000024B,WB,Blue Line,Blue Line,BL WB,WB Govt Ctr. to Bowdoin,place-gover | place-bomnl,Between Stations,BLWB-22,Active Restriction,2024-02-15,,10 mph,Track,499.0000000000002,0.0945075757575758,0.0075727224164724195,12.48,6.92769210948364e-4,136.42,Multi-Segment,Midpoint,13,,0,0,0,0,0,0
2024-02-27,000024B,WB,Blue Line,Blue Line,BL WB,WB Govt Ctr. to Bowdoin,place-gover | place-bomnl,Between Stations,BLWB-22,Active Restriction,2024-02-15,,10 mph,Track,499.0000000000002,0.0945075757575758,0.0075727224164724195,12.48,6.92769210948364e-4,136.42,Multi-Segment,Midpoint,12,,0,0,0,0,0,0
2024-02-26,000024B,WB,Blue Line,Blue Line,BL WB,WB Govt Ctr. to Bowdoin,place-gover | place-bomnl,Between Stations,BLWB-22,Active Restriction,2024-02-15,,10 mph,Track,499.0000000000002,0.0945075757575758,0.0075727224164724195,12.48,6.92769210948364e-4,136.42,Multi-Segment,Midpoint,11,,0,0,0,0,0,0
2024-02-25,000024B,WB,Blue Line,Blue Line,BL WB,WB Govt Ctr. to Bowdoin,place-gover | place-bomnl,Between Stations,BLWB-22,Active Restriction,2024-02-15,,10 mph,Track,499.0000000000002,0.0945075757575758,0.0075727224164724195,12.48,6.92769210948364e-4,136.42,Multi-Segment,Midpoint,10,,0,0,0,0,0,0
2024-02-24,000024B,WB,Blue Line,Blue Line,BL WB,WB Govt Ctr. to Bowdoin,place-gover | place-bomnl,Between Stations,BLWB-22,Active Restriction,2024-02-15,,10 mph,Track,499.0000000000002,0.0945075757575758,0.0075727224164724195,12.48,6.92769210948364e-4,136.42,Multi-Segment,Midpoint,9,,0,0,0,0,0,0
2024-02-23,000024B,WB,Blue Line,Blue Line,BL WB,WB Govt Ctr. to Bowdoin,place-gover | place-bomnl,Between Stations,BLWB-22,Active Restriction,2024-02-15,,10 mph,Track,499.0000000000002,0.0945075757575758,0.0075727224164724195,12.48,6.92769210948364e-4,136.42,Multi-Segment,Midpoint,8,,0,0,0,0,0,0
2024-02-22,000024B,WB,Blue Line,Blue Line,BL WB,WB Govt Ctr. to Bowdoin,place-gover | place-bomnl,Between Stations,BLWB-22,Active Restriction,2024-02-15,,10 mph,Track,499.0000000000002,0.0945075757575758,0.0075727224164724195,12.48,6.92769210948364e-4,136.42,Multi-Segment,Midpoint,7,,0,0,0,0,0,0
2024-02-21,000024B,WB,Blue Line,Blue Line,BL WB,WB Govt Ctr. to Bowdoin,place-gover | place-bomnl,Between Stations,BLWB-22,Active Restriction,2024-02-15,,10 mph,Track,499.0000000000002,0.0945075757575758,0.0075727224164724195,12.48,6.92769210948364e-4,136.42,Multi-Segment,Midpoint,6,,0,0,0,0,0,0
2024-02-20,000024B,WB,Blue Line,Blue Line,BL WB,WB Govt Ctr. to Bowdoin,place-gover | place-bomnl,Between Stations,BLWB-22,Active Restriction,2024-02-15,,10 mph,Track,499.0000000000002,0.0945075757575758,0.0075727224164724195,12.48,6.92769210948364e-4,136.42,Multi-Segment,Midpoint,5,,0,0,0,0,0,0
2024-02-19,000024B,WB,Blue Line,Blue Line,BL WB,WB Govt Ctr. to Bowdoin,place-gover | place-bomnl,Between Stations,BLWB-22,Active Restriction,2024-02-15,,10 mph,Track,499.0000000000002,0.0945075757575758,0.0075727224164724195,12.48,6.92769210948364e-4,136.42,Multi-Segment,Midpoint,4,,0,0,0,0,0,0
2024-02-18,000024B,WB,Blue Line,Blue Line,BL WB,WB Govt Ctr. to Bowdoin,place-gover | place-bomnl,Between Stations,BLWB-22,Active Restriction,2024-02-15,,10 mph,Track,499.0000000000002,0.0945075757575758,0.0075727224164724195,12.48,6.92769210948364e-4,136.42,Multi-Segment,Midpoint,3,,0,0,0,0,0,0
2024-02-17,000024B,WB,Blue Line,Blue Line,BL WB,WB Govt Ctr. to Bowdoin,place-gover | place-bomnl,Between Stations,BLWB-22,Active Restriction,2024-02-15,,10 mph,Track,499.0000000000002,0.0945075757575758,0.0075727224164724195,12.48,6.92769210948364e-4,136.42,Multi-Segment,Midpoint,2,,0,0,0,0,0,0
2024-02-16,000024B,WB,Blue Line,Blue Line,BL WB,WB Govt Ctr. to Bowdoin,place-gover | place-bomnl,Between Stations,BLWB-22,Active Restriction,2024-02-15,,10 mph,Track,499.0000000000002,0.0945075757575758,0.0075727224164724195,12.48,6.92769210948364e-4,136.42,Multi-Segment,Midpoint,1,,0,0,0,0,0,0
2024-02-29,532636,WB,Blue Line,Blue Line,BL WB,WB Suffolk Downs to Orient Heights,place-sdmnl | place-orhte,Between Stations,BLWB-08,Active Restriction,2023-04-08,,25 mph,Track,1999.000000000001,0.378598484848485,0.030336417055167066,12.48,0.0027752417889494578,136.42,Multi-Segment,Midpoint,327,,0,0,0,0,0,0
2024-02-28,532636,WB,Blue Line,Blue Line,BL WB,WB Suffolk Downs to Orient Heights,place-sdmnl | place-orhte,Between Stations,BLWB-08,Active Restriction,2023-04-08,,25 mph,Track,1999.000000000001,0.378598484848485,0.030336417055167066,12.48,0.0027752417889494578,136.42,Multi-Segment,Midpoint,326,,0,0,0,0,0,0
2024-02-27,532636,WB,Blue Line,Blue Line,BL WB,WB Suffolk Downs to Orient Heights,place-sdmnl | place-orhte,Between Stations,BLWB-08,Active Restriction,2023-04-08,,25 mph,Track,1999.000000000001,0.378598484848485,0.030336417055167066,12.48,0.0027752417889494578,136.42,Multi-Segment,Midpoint,325,,0,0,0,0,0,0
2024-02-26,532636,WB,Blue Line,Blue Line,BL WB,WB Suffolk Downs to Orient Heights,place-sdmnl | place-orhte,Between Stations,BLWB-08,Active Restriction,2023-04-08,,25 mph,Track,1999.000000000001,0.378598484848485,0.030336417055167066,12.48,0.0027752417889494578,136.42,Multi-Segment,Midpoint,324,,0,0,0,0,0,0
2024-02-25,532636,WB,Blue Line,Blue Line,BL WB,WB Suffolk Downs to Orient Heights,place-sdmnl | place-orhte,Between Stations,BLWB-08,Active Restriction,2023-04-08,,25 mph,Track,1999.000000000001,0.378598484848485,0.030336417055167066,12.48,0.0027752417889494578,136.42,Multi-Segment,Midpoint,323,,0,0,0,0,0,0
2024-02-24,532636,WB,Blue Line,Blue Line,BL WB,WB Suffolk Downs to Orient Heights,place-sdmnl | place-orhte,Between Stations,BLWB-08,Active Restriction,2023-04-08,,25 mph,Track,1999.000000000001,0.378598484848485,0.030336417055167066,12.48,0.0027752417889494578,136.42,Multi-Segment,Midpoint,322,,0,0,0,0,0,0
2024-02-23,532636,WB,Blue Line,Blue Line,BL WB,WB Suffolk Downs to Orient Heights,place-sdmnl | place-orhte,Between Stations,BLWB-08,Active Restriction,2023-04-08,,25 mph,Track,1999.000000000001,0.378598484848485,0.030336417055167066,12.48,0.0027752417889494578,136.42,Multi-Segment,Midpoint,321,,0,0,0,0,0,0
2024-02-22,532636,WB,Blue Line,Blue Line,BL WB,WB Suffolk Downs to Orient Heights,place-sdmnl | place-orhte,Between Stations,BLWB-08,Active Restriction,2023-04-08,,25 mph,Track,1999.000000000001,0.378598484848485,0.030336417055167066,12.48,0.0027752417889494578,136.42,Multi-Segment,Midpoint,320,,0,0,0,0,0,0
2024-02-21,532636,WB,Blue Line,Blue Line,BL WB,WB Suffolk Downs to Orient Heights,place-sdmnl | place-orhte,Between Stations,BLWB-08,Active Restriction,2023-04-08,,25 mph,Track,1999.000000000001,0.378598484848485,0.030336417055167066,12.48,0.0027752417889494578,136.42,Multi-Segment,Midpoint,319,,0,0,0,0,0,0
2024-02-20,532636,WB,Blue Line,Blue Line,BL WB,WB Suffolk Downs to Orient Heights,place-sdmnl | place-orhte,Between Stations,BLWB-08,Active Restriction,2023-04-08,,25 mph,Track,1999.000000000001,0.378598484848485,0.030336417055167066,12.48,0.0027752417889494578,136.42,Multi-Segment,Midpoint,318,,0,0,0,0,0,0
2024-02-19,532636,WB,Blue Line,Blue Line,BL WB,WB Suffolk Downs to Orient Heights,place-sdmnl | place-orhte,Between Stations,BLWB-08,Active Restriction,2023-04-08,,25 mph,Track,1999.000000000001,0.378598484848485,0.030336417055167066,12.48,0.0027752417889494578,136.42,Multi-Segment,Midpoint,317,,0,0,0,0,0,0
2024-02-18,532636,WB,Blue Line,Blue Line,BL WB,WB Suffolk Downs to Orient Heights,place-sdmnl | place-orhte,Between Stations,BLWB-08,Active Restriction,2023-04-08,,25 mph,Track,1999.000000000001,0.378598484848485,0.030336417055167066,12.48,0.0027752417889494578,136.42,Multi-Segment,Midpoint,316,,0,0,0,0,0,0
2024-02-17,532636,WB,Blue Line,Blue Line,BL WB,WB Suffolk Downs to Orient Heights,place-sdmnl | place-orhte,Between Stations,BLWB-08,Active Restriction,2023-04-08,,25 mph,Track,1999.000000000001,0.378598484848485,0.030336417055167066,12.48,0.0027752417889494578,136.42,Multi-Segment,Midpoint,315,,0,0,0,0,0,0
2024-02-16,532636,WB,Blue Line,Blue Line,BL WB,WB Suffolk Downs to Orient Heights,place-sdmnl | place-orhte,Between Stations,BLWB-08,Active Restriction,2023-04-08,,25 mph,Track,1999.000000000001,0.378598484848485,0.030336417055167066,12.48,0.0027752417889494578,136.42,Multi-Segment,Midpoint,314,,0,0,0,0,0,0
2024-02-15,532636,WB,Blue Line,Blue Line,BL WB,WB Suffolk Downs to Orient Heights,place-sdmnl | place-orhte,Between Stations,BLWB-08,Active Restriction,2023-04-08,,25 mph,Track,1999.000000000001,0.378598484848485,0.030336417055167066,12.48,0.0027752417889494578,136.42,Multi-Segment,Midpoint,313,,0,0,0,0,0,0
2024-02-14,532636,WB,Blue Line,Blue Line,BL WB,WB Suffolk Downs to Orient Heights,place-sdmnl | place-orhte,Between Stations,BLWB-08,Active Restriction,2023-04-08,,25 mph,Track,1999.000000000001,0.378598484848485,0.030336417055167066,12.48,0.0027752417889494578,136.42,Multi-Segment,Midpoint,312,,0,0,0,0,0,0
2024-02-13,532636,WB,Blue Line,Blue Line,BL WB,WB Suffolk Downs to Orient Heights,place-sdmnl | place-orhte,Between Stations,BLWB-08,Active Restriction,2023-04-08,,25 mph,Track,1999.000000000001,0.378598484848485,0.030336417055167066,12.48,0.0027752417889494578,136.42,Multi-Segment,Midpoint,311,,0,0,0,0,0,0
2024-02-12,532636,WB,Blue Line,Blue Line,BL WB,WB Suffolk Downs to Orient Heights,place-sdmnl | place-orhte,Between Stations,BLWB-08,Active Restriction,2023-04-08,,25 mph,Track,1999.000000000001,0.378598484848485,0.030336417055167066,12.48,0.0027752417889494578,136.42,Multi-Segment,Midpoint,310,,0,0,0,0,0,0
2024-02-11,532636,WB,Blue Line,Blue Line,BL WB,WB Suffolk Downs to Orient Heights,place-sdmnl | place-orhte,Between Stations,BLWB-08,Active Restriction,2023-04-08,,25 mph,Track,1999.000000000001,0.378598484848485,0.030336417055167066,12.48,0.0027752417889494578,136.42,Multi-Segment,Midpoint,309,,0,0,0,0,0,0
2024-02-29,000124G,IB,Red Line,Red Line - Mattapan,Mattapan Line SB,IB Valley Road to Capen St,place-valrd | place-capst,Between Stations,MLIB-04,Restriction Opened,2024-02-29,,25 mph,Track,209.99999999999943,0.03977272727272717,8.389100880136505e-4,47.41,2.9154616092015226e-4,136.42,Multi-Segment,End,0,,0,0,0,0,0,0
2024-02-29,526486,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB North Quincy to JFK,place-nqncy | place-jfk,Between Stations,RBNB-10,Active Restriction,2023-03-20,,10 mph,Track,475.9999999999991,0.09015151515151498,0.0019015295328309427,47.41,6.608379647523457e-4,136.42,Multi-Segment,Start,346,,1,0,0,0,1,1
2024-02-28,526486,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB North Quincy to JFK,place-nqncy | place-jfk,Between Stations,RBNB-10,Active Restriction,2023-03-20,,10 mph,Track,475.9999999999991,0.09015151515151498,0.0019015295328309427,47.41,6.608379647523457e-4,136.42,Multi-Segment,Start,345,,1,0,0,0,0,1
2024-02-27,526486,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB North Quincy to JFK,place-nqncy | place-jfk,Between Stations,RBNB-10,Active Restriction,2023-03-20,,10 mph,Track,475.9999999999991,0.09015151515151498,0.0019015295328309427,47.41,6.608379647523457e-4,136.42,Multi-Segment,Start,344,,1,0,0,0,0,1
2024-02-26,526486,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB North Quincy to JFK,place-nqncy | place-jfk,Between Stations,RBNB-10,Active Restriction,2023-03-20,,10 mph,Track,475.9999999999991,0.09015151515151498,0.0019015295328309427,47.41,6.608379647523457e-4,136.42,Multi-Segment,Start,343,,1,0,0,0,0,1
2024-02-25,526486,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB North Quincy to JFK,place-nqncy | place-jfk,Between Stations,RBNB-10,Active Restriction,2023-03-20,,10 mph,Track,475.9999999999991,0.09015151515151498,0.0019015295328309427,47.41,6.608379647523457e-4,136.42,Multi-Segment,Start,342,,1,0,0,0,0,1
2024-02-24,526486,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB North Quincy to JFK,place-nqncy | place-jfk,Between Stations,RBNB-10,Active Restriction,2023-03-20,,10 mph,Track,475.9999999999991,0.09015151515151498,0.0019015295328309427,47.41,6.608379647523457e-4,136.42,Multi-Segment,Start,341,,1,0,0,0,0,1
2024-02-23,526486,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB North Quincy to JFK,place-nqncy | place-jfk,Between Stations,RBNB-10,Active Restriction,2023-03-20,,10 mph,Track,475.9999999999991,0.09015151515151498,0.0019015295328309427,47.41,6.608379647523457e-4,136.42,Multi-Segment,Start,340,,1,0,0,0,0,1
2024-02-22,526486,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB North Quincy to JFK,place-nqncy | place-jfk,Between Stations,RBNB-10,Active Restriction,2023-03-20,,10 mph,Track,475.9999999999991,0.09015151515151498,0.0019015295328309427,47.41,6.608379647523457e-4,136.42,Multi-Segment,Start,339,,1,0,0,0,0,1
2024-02-21,526486,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB North Quincy to JFK,place-nqncy | place-jfk,Between Stations,RBNB-10,Active Restriction,2023-03-20,,10 mph,Track,475.9999999999991,0.09015151515151498,0.0019015295328309427,47.41,6.608379647523457e-4,136.42,Multi-Segment,Start,338,,1,0,0,0,0,1
2024-02-20,526486,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB North Quincy to JFK,place-nqncy | place-jfk,Between Stations,RBNB-10,Active Restriction,2023-03-20,,10 mph,Track,475.9999999999991,0.09015151515151498,0.0019015295328309427,47.41,6.608379647523457e-4,136.42,Multi-Segment,Start,337,,1,0,0,0,0,1
