Calendar_Date,ID,Track_Direction,Line,Branch,Track_Name,Location_Description,Loc_GTFS_Stop_ID,Location_Type,Direction_Sort,Restriction_Status,Date_Restriction_Reported,Date_Restriction_Cleared,Restriction_Speed_MPH,Restriction_Reason,Restriction_Distance_Feet,Restriction_Distance_Miles,Line_Restricted_Track_Pct,Line_Total_Track_Miles,Systemwide_Restricted_Track_Pct,Systemwide_Total_Track_Miles,SR_Restriction_Distance_Span,Restriction_Path,Restriction_Days_Active_On_Calendar_Day,Restriction_Days_to_Clear,Daily_Restriction_Count_Start,Month_Restriction_Count_Start,Restriction_Count_New,Restriction_Count_Cleared,Month_Restriction_Count_End,Daily_Restriction_Count_End
2024-06-20,524641,EB,Green Line,Green Line - B,GL Kenmore-Boston Col. EB,EB Warren St to Allston St,place-wrnst | place-alsgr,Between Stations,GBEB-14,Active Restriction,2023-03-12,,10 mph,Track,386.00000000000136,0.07310606060606087,0.0013540666902400605,53.99,5.358896100722832e-4,136.42,Single Segment,Start|End,466,,1,0,0,0,0,1
2024-06-19,524641,EB,Green Line,Green Line - B,GL Kenmore-Boston Col. EB,EB Warren St to Allston St,place-wrnst | place-alsgr,Between Stations,GBEB-14,Active Restriction,2023-03-12,,10 mph,Track,386.00000000000136,0.07310606060606087,0.0013540666902400605,53.99,5.358896100722832e-4,136.42,Single Segment,Start|End,465,,1,0,0,0,0,1
2024-06-18,524641,EB,Green Line,Green Line - B,GL Kenmore-Boston Col. EB,EB Warren St to Allston St,place-wrnst | place-alsgr,Between Stations,GBEB-14,Active Restriction,2023-03-12,,10 mph,Track,386.00000000000136,0.07310606060606087,0.0013540666902400605,53.99,5.358896100722832e-4,136.42,Single Segment,Start|End,464,,1,0,0,0,0,1
2024-06-17,524641,EB,Green Line,Green Line - B,GL Kenmore-Boston Col. EB,EB Warren St to Allston St,place-wrnst | place-alsgr,Between Stations,GBEB-14,Active Restriction,2023-03-12,,10 mph,Track,386.00000000000136,0.07310606060606087,0.0013540666902400605,53.99,5.358896100722832e-4,136.42,Single Segment,Start|End,463,,1,0,0,0,0,1
2024-06-16,524641,EB,Green Line,Green Line - B,GL Kenmore-Boston Col. EB,EB Warren St to Allston St,place-wrnst | place-alsgr,Between Stations,GBEB-14,Active Restriction,2023-03-12,,10 mph,Track,386.00000000000136,0.07310606060606087,0.0013540666902400605,53.99,5.358896100722832e-4,136.42,Single Segment,Start|End,462,,1,0,0,0,0,1
2024-06-15,524641,EB,Green Line,Green Line - B,GL Kenmore-Boston Col. EB,EB Warren St to Allston St,place-wrnst | place-alsgr,Between Stations,GBEB-14,Active Restriction,2023-03-12,,10 mph,Track,386.00000000000136,0.07310606060606087,0.0013540666902400605,53.99,5.358896100722832e-4,136.42,Single Segment,Start|End,461,,1,0,0,0,0,1
2024-06-14,524641,EB,Green Line,Green Line - B,GL Kenmore-Boston Col. EB,EB Warren St to Allston St,place-wrnst | place-alsgr,Between Stations,GBEB-14,Active Restriction,2023-03-12,,10 mph,Track,386.00000000000136,0.07310606060606087,0.0013540666902400605,53.99,5.358896100722832e-4,136.42,Single Segment,Start|End,460,,1,0,0,0,0,1
2024-06-13,524641,EB,Green Line,Green Line - B,GL Kenmore-Boston Col. EB,EB Warren St to Allston St,place-wrnst | place-alsgr,Between Stations,GBEB-14,Active Restriction,2023-03-12,,10 mph,Track,386.00000000000136,0.07310606060606087,0.0013540666902400605,53.99,5.358896100722832e-4,136.42,Single Segment,Start|End,459,,1,0,0,0,0,1
2024-06-12,524641,EB,Green Line,Green Line - B,GL Kenmore-Boston Col. EB,EB Warren St to Allston St,place-wrnst | place-alsgr,Between Stations,GBEB-14,Active Restriction,2023-03-12,,10 mph,Track,386.00000000000136,0.07310606060606087,0.0013540666902400605,53.99,5.358896100722832e-4,136.42,Single Segment,Start|End,458,,1,0,0,0,0,1
2024-06-11,524641,EB,Green Line,Green Line - B,GL Kenmore-Boston Col. EB,EB Warren St to Allston St,place-wrnst | place-alsgr,Between Stations,GBEB-14,Active Restriction,2023-03-12,,10 mph,Track,386.00000000000136,0.07310606060606087,0.0013540666902400605,53.99,5.358896100722832e-4,136.42,Single Segment,Start|End,457,,1,0,0,0,0,1
2024-06-10,524641,EB,Green Line,Green Line - B,GL Kenmore-Boston Col. EB,EB Warren St to Allston St,place-wrnst | place-alsgr,Between Stations,GBEB-14,Active Restriction,2023-03-12,,10 mph,Track,386.00000000000136,0.07310606060606087,0.0013540666902400605,53.99,5.358896100722832e-4,136.42,Single Segment,Start|End,456,,1,0,0,0,0,1
2024-06-09,524641,EB,Green Line,Green Line - B,GL Kenmore-Boston Col. EB,EB Warren St to Allston St,place-wrnst | place-alsgr,Between Stations,GBEB-14,Active Restriction,2023-03-12,,10 mph,Track,386.00000000000136,0.07310606060606087,0.0013540666902400605,53.99,5.358896100722832e-4,136.42,Single Segment,Start|End,455,,1,0,0,0,0,1
2024-06-08,524641,EB,Green Line,Green Line - B,GL Kenmore-Boston Col. EB,EB Warren St to Allston St,place-wrnst | place-alsgr,Between Stations,GBEB-14,Active Restriction,2023-03-12,,10 mph,Track,386.00000000000136,0.07310606060606087,0.0013540666902400605,53.99,5.358896100722832e-4,136.42,Single Segment,Start|End,454,,1,0,0,0,0,1
2024-06-07,524641,EB,Green Line,Green Line - B,GL Kenmore-Boston Col. EB,EB Warren St to Allston St,place-wrnst | place-alsgr,Between Stations,GBEB-14,Active Restriction,2023-03-12,,10 mph,Track,386.00000000000136,0.07310606060606087,0.0013540666902400605,53.99,5.358896100722832e-4,136.42,Single Segment,Start|End,453,,1,0,0,0,0,1
2024-06-06,524641,EB,Green Line,Green Line - B,GL Kenmore-Boston Col. EB,EB Warren St to Allston St,place-wrnst | place-alsgr,Between Stations,GBEB-14,Active Restriction,2023-03-12,,10 mph,Track,386.00000000000136,0.07310606060606087,0.0013540666902400605,53.99,5.358896100722832e-4,136.42,Single Segment,Start|End,452,,1,0,0,0,0,1
2024-06-05,524641,EB,Green Line,Green Line - B,GL Kenmore-Boston Col. EB,EB Warren St to Allston St,place-wrnst | place-alsgr,Between Stations,GBEB-14,Active Restriction,2023-03-12,,10 mph,Track,386.00000000000136,0.07310606060606087,0.0013540666902400605,53.99,5.358896100722832e-4,136.42,Single Segment,Start|End,451,,1,0,0,0,0,1
2024-06-04,524641,EB,Green Line,Green Line - B,GL Kenmore-Boston Col. EB,EB Warren St to Allston St,place-wrnst | place-alsgr,Between Stations,GBEB-14,Active Restriction,2023-03-12,,10 mph,Track,386.00000000000136,0.07310606060606087,0.0013540666902400605,53.99,5.358896100722832e-4,136.42,Single Segment,Start|End,450,,1,0,0,0,0,1
2024-06-03,524641,EB,Green Line,Green Line - B,GL Kenmore-Boston Col. EB,EB Warren St to Allston St,place-wrnst | place-alsgr,Between Stations,GBEB-14,Active Restriction,2023-03-12,,10 mph,Track,386.00000000000136,0.07310606060606087,0.0013540666902400605,53.99,5.358896100722832e-4,136.42,Single Segment,Start|End,449,,1,0,0,0,0,1
2024-06-02,524641,EB,Green Line,Green Line - B,GL Kenmore-Boston Col. EB,EB Warren St to Allston St,place-wrnst | place-alsgr,Between Stations,GBEB-14,Active Restriction,2023-03-12,,10 mph,Track,386.00000000000136,0.07310606060606087,0.0013540666902400605,53.99,5.358896100722832e-4,136.42,Single Segment,Start|End,448,,1,0,0,0,0,1
2024-06-01,524641,EB,Green Line,Green Line - B,GL Kenmore-Boston Col. EB,EB Warren St to Allston St,place-wrnst | place-alsgr,Between Stations,GBEB-14,Active Restriction,2023-03-12,,10 mph,Track,386.00000000000136,0.07310606060606087,0.0013540666902400605,53.99,5.358896100722832e-4,136.42,Single Segment,Start|End,447,,1,1,0,0,0,1
2024-06-30,550078,EB,Green Line,Green Line - B,GL Kenmore-Boston Col. EB,EB Allston St to Griggs St,place-alsgr | place-grigg,Between Stations,GBEB-16,Active Restriction,2023-06-18,,20 mph,Track,370.0000000000003,0.07007575757575762,0.0012979395735461681,53.99,5.1367656924027e-4,136.42,Single Segment,Start|End,378,,1,0,0,0,1,1
2024-06-29,550078,EB,Green Line,Green Line - B,GL Kenmore-Boston Col. EB,EB Allston St to Griggs St,place-alsgr | place-grigg,Between Stations,GBEB-16,Active Restriction,2023-06-18,,20 mph,Track,370.0000000000003,0.07007575757575762,0.0012979395735461681,53.99,5.1367656924027e-4,136.42,Single Segment,Start|End,377,,1,0,0,0,0,1
2024-06-30,526486,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB North Quincy to JFK,place-nqncy | place-jfk,Between Stations,RBNB-10,Active Restriction,2023-03-20,,10 mph,Track,475.9999999999991,0.09015151515151498,0.0019015295328309427,47.41,6.608379647523457e-4,136.42,Multi-Segment,Start,468,,1,0,0,0,1,1
2024-06-29,526486,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB North Quincy to JFK,place-nqncy | place-jfk,Between Stations,RBNB-10,Active Restriction,2023-03-20,,10 mph,Track,475.9999999999991,0.09015151515151498,0.0019015295328309427,47.41,6.608379647523457e-4,136.42,Multi-Segment,Start,467,,1,0,0,0,0,1
2024-06-28,526486,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB North Quincy to JFK,place-nqncy | place-jfk,Between Stations,RBNB-10,Active Restriction,2023-03-20,,10 mph,Track,475.9999999999991,0.09015151515151498,0.0019015295328309427,47.41,6.608379647523457e-4,136.42,Multi-Segment,Start,466,,1,0,0,0,0,1
2024-06-27,526486,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB North Quincy to JFK,place-nqncy | place-jfk,Between Stations,RBNB-10,Active Restriction,2023-03-20,,10 mph,Track,475.9999999999991,0.09015151515151498,0.0019015295328309427,47.41,6.608379647523457e-4,136.42,Multi-Segment,Start,465,,1,0,0,0,0,1
2024-06-26,526486,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB North Quincy to JFK,place-nqncy | place-jfk,Between Stations,RBNB-10,Active Restriction,2023-03-20,,10 mph,Track,475.9999999999991,0.09015151515151498,0.0019015295328309427,47.41,6.608379647523457e-4,136.42,Multi-Segment,Start,464,,1,0,0,0,0,1
2024-06-25,526486,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB North Quincy to JFK,place-nqncy | place-jfk,Between Stations,RBNB-10,Active Restriction,2023-03-20,,10 mph,Track,475.9999999999991,0.09015151515151498,0.0019015295328309427,47.41,6.608379647523457e-4,136.42,Multi-Segment,Start,463,,1,0,0,0,0,1
2024-06-24,526486,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB North Quincy to JFK,place-nqncy | place-jfk,Between Stations,RBNB-10,Active Restriction,2023-03-20,,10 mph,Track,475.9999999999991,0.09015151515151498,0.0019015295328309427,47.41,6.608379647523457e-4,136.42,Multi-Segment,Start,462,,1,0,0,0,0,1
2024-06-23,526486,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB North Quincy to JFK,place-nqncy | place-jfk,Between Stations,RBNB-10,Active Restriction,2023-03-20,,10 mph,Track,475.9999999999991,0.09015151515151498,0.0019015295328309427,47.41,6.608379647523457e-4,136.42,Multi-Segment,Start,461,,1,0,0,0,0,1
2024-06-22,526486,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB North Quincy to JFK,place-nqncy | place-jfk,Between Stations,RBNB-10,Active Restriction,2023-03-20,,10 mph,Track,475.9999999999991,0.09015151515151498,0.0019015295328309427,47.41,6.608379647523457e-4,136.42,Multi-Segment,Start,460,,1,0,0,0,0,1
2024-06-21,526486,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB North Quincy to JFK,place-nqncy | place-jfk,Between Stations,RBNB-10,Active Restriction,2023-03-20,,10 mph,Track,475.9999999999991,0.09015151515151498,0.0019015295328309427,47.41,6.608379647523457e-4,136.42,Multi-Segment,Start,459,,1,0,0,0,0,1
2024-06-20,526486,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB North Quincy to JFK,place-nqncy | place-jfk,Between Stations,RBNB-10,Active Restriction,2023-03-20,,10 mph,Track,475.9999999999991,0.09015151515151498,0.0019015295328309427,47.41,6.608379647523457e-4,136.42,Multi-Segment,Start,458,,1,0,0,0,0,1
2024-06-19,526486,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB North Quincy to JFK,place-nqncy | place-jfk,Between Stations,RBNB-10,Active Restriction,2023-03-20,,10 mph,Track,475.9999999999991,0.09015151515151498,0.0019015295328309427,47.41,6.608379647523457e-4,136.42,Multi-Segment,Start,457,,1,0,0,0,0,1
2024-06-18,526486,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB North Quincy to JFK,place-nqncy | place-jfk,Between Stations,RBNB-10,Active Restriction,2023-03-20,,10 mph,Track,475.9999999999991,0.09015151515151498,0.0019015295328309427,47.41,6.608379647523457e-4,136.42,Multi-Segment,Start,456,,1,0,0,0,0,1
2024-06-17,526486,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB North Quincy to JFK,place-nqncy | place-jfk,Between Stations,RBNB-10,Active Restriction,2023-03-20,,10 mph,Track,475.9999999999991,0.09015151515151498,0.0019015295328309427,47.41,6.608379647523457e-4,136.42,Multi-Segment,Start,455,,1,0,0,0,0,1
2024-06-16,526486,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB North Quincy to JFK,place-nqncy | place-jfk,Between Stations,RBNB-10,Active Restriction,2023-03-20,,10 mph,Track,475.9999999999991,0.09015151515151498,0.0019015295328309427,47.41,6.608379647523457e-4,136.42,Multi-Segment,Start,454,,1,0,0,0,0,1
2024-06-15,526486,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB North Quincy to JFK,place-nqncy | place-jfk,Between Stations,RBNB-10,Active Restriction,2023-03-20,,10 mph,Track,475.9999999999991,0.09015151515151498,0.0019015295328309427,47.41,6.608379647523457e-4,136.42,Multi-Segment,Start,453,,1,0,0,0,0,1
2024-06-14,526486,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB North Quincy to JFK,place-nqncy | place-jfk,Between Stations,RBNB-10,Active Restriction,2023-03-20,,10 mph,Track,475.9999999999991,0.09015151515151498,0.0019015295328309427,47.41,6.608379647523457e-4,136.42,Multi-Segment,Start,452,,1,0,0,0,0,1
2024-06-13,526486,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB North Quincy to JFK,place-nqncy | place-jfk,Between Stations,RBNB-10,Active Restriction,2023-03-20,,10 mph,Track,475.9999999999991,0.09015151515151498,0.0019015295328309427,47.41,6.608379647523457e-4,136.42,Multi-Segment,Start,451,,1,0,0,0,0,1
2024-06-12,526486,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB North Quincy to JFK,place-nqncy | place-jfk,Between Stations,RBNB-10,Active Restriction,2023-03-20,,10 mph,Track,475.9999999999991,0.09015151515151498,0.0019015295328309427,47.41,6.608379647523457e-4,136.42,Multi-Segment,Start,450,,1,0,0,0,0,1
2024-06-11,526486,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB North Quincy to JFK,place-nqncy | place-jfk,Between Stations,RBNB-10,Active Restriction,2023-03-20,,10 mph,Track,475.9999999999991,0.09015151515151498,0.0019015295328309427,47.41,6.608379647523457e-4,136.42,Multi-Segment,Start,449,,1,0,0,0,0,1
2024-06-10,526486,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB North Quincy to JFK,place-nqncy | place-jfk,Between Stations,RBNB-10,Active Restriction,2023-03-20,,10 mph,Track,475.9999999999991,0.09015151515151498,0.0019015295328309427,47.41,6.608379647523457e-4,136.42,Multi-Segment,Start,448,,1,0,0,0,0,1
2024-06-09,526486,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB North Quincy to JFK,place-nqncy | place-jfk,Between Stations,RBNB-10,Active Restriction,2023-03-20,,10 mph,Track,475.9999999999991,0.09015151515151498,0.0019015295328309427,47.41,6.608379647523457e-4,136.42,Multi-Segment,Start,447,,1,0,0,0,0,1
2024-06-08,526486,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB North Quincy to JFK,place-nqncy | place-jfk,Between Stations,RBNB-10,Active Restriction,2023-03-20,,10 mph,Track,475.9999999999991,0.09015151515151498,0.0019015295328309427,47.41,6.608379647523457e-4,136.42,Multi-Segment,Start,446,,1,0,0,0,0,1
2024-06-07,526486,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB North Quincy to JFK,place-nqncy | place-jfk,Between Stations,RBNB-10,Active Restriction,2023-03-20,,10 mph,Track,475.9999999999991,0.09015151515151498,0.0019015295328309427,47.41,6.608379647523457e-4,136.42,Multi-Segment,Start,445,,1,0,0,0,0,1
2024-06-06,526486,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB North Quincy to JFK,place-nqncy | place-jfk,Between Stations,RBNB-10,Active Restriction,2023-03-20,,10 mph,Track,475.9999999999991,0.09015151515151498,0.0019015295328309427,47.41,6.608379647523457e-4,136.42,Multi-Segment,Start,444,,1,0,0,0,0,1
2024-06-05,526486,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB North Quincy to JFK,place-nqncy | place-jfk,Between Stations,RBNB-10,Active Restriction,2023-03-20,,10 mph,Track,475.9999999999991,0.09015151515151498,0.0019015295328309427,47.41,6.608379647523457e-4,136.42,Multi-Segment,Start,443,,1,0,0,0,0,1
2024-06-04,526486,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB North Quincy to JFK,place-nqncy | place-jfk,Between Stations,RBNB-10,Active Restriction,2023-03-20,,10 mph,Track,475.9999999999991,0.09015151515151498,0.0019015295328309427,47.41,6.608379647523457e-4,136.42,Multi-Segment,Start,442,,1,0,0,0,0,1
2024-06-03,526486,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB North Quincy to JFK,place-nqncy | place-jfk,Between Stations,RBNB-10,Active Restriction,2023-03-20,,10 mph,Track,475.9999999999991,0.09015151515151498,0.0019015295328309427,47.41,6.608379647523457e-4,136.42,Multi-Segment,Start,441,,1,0,0,0,0,1
2024-06-02,526486,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB North Quincy to JFK,place-nqncy | place-jfk,Between Stations,RBNB-10,Active Restriction,2023-03-20,,10 mph,Track,475.9999999999991,0.09015151515151498,0.0019015295328309427,47.41,6.608379647523457e-4,136.42,Multi-Segment,Start,440,,1,0,0,0,0,1
2024-06-01,526486,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB North Quincy to JFK,place-nqncy | place-jfk,Between Stations,RBNB-10,Active Restriction,2023-03-20,,10 mph,Track,475.9999999999991,0.09015151515151498,0.0019015295328309427,47.41,6.608379647523457e-4,136.42,Multi-Segment,Start,439,,1,1,0,0,0,1
2024-06-30,564973,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB Kendall to Central,place-knncl | place-cntsq,Between Stations,RBNB-26,Active Restriction,2023-07-28,,25 mph,Track,99.00000000000091,0.018750000000000173,3.9548618434929707e-4,47.41,1.374431901480734e-4,136.42,Multi-Segment,Start,338,,1,0,0,0,1,1
2024-06-29,564973,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB Kendall to Central,place-knncl | place-cntsq,Between Stations,RBNB-26,Active Restriction,2023-07-28,,25 mph,Track,99.00000000000091,0.018750000000000173,3.9548618434929707e-4,47.41,1.374431901480734e-4,136.42,Multi-Segment,Start,337,,1,0,0,0,0,1
2024-06-28,564973,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB Kendall to Central,place-knncl | place-cntsq,Between Stations,RBNB-26,Active Restriction,2023-07-28,,25 mph,Track,99.00000000000091,0.018750000000000173,3.9548618434929707e-4,47.41,1.374431901480734e-4,136.42,Multi-Segment,Start,336,,1,0,0,0,0,1
2024-06-27,564973,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB Kendall to Central,place-knncl | place-cntsq,Between Stations,RBNB-26,Active Restriction,2023-07-28,,25 mph,Track,99.00000000000091,0.018750000000000173,3.9548618434929707e-4,47.41,1.374431901480734e-4,136.42,Multi-Segment,Start,335,,1,0,0,0,0,1
2024-06-26,564973,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB Kendall to Central,place-knncl | place-cntsq,Between Stations,RBNB-26,Active Restriction,2023-07-28,,25 mph,Track,99.00000000000091,0.018750000000000173,3.9548618434929707e-4,47.41,1.374431901480734e-4,136.42,Multi-Segment,Start,334,,1,0,0,0,0,1
2024-06-25,564973,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB Kendall to Central,place-knncl | place-cntsq,Between Stations,RBNB-26,Active Restriction,2023-07-28,,25 mph,Track,99.00000000000091,0.018750000000000173,3.9548618434929707e-4,47.41,1.374431901480734e-4,136.42,Multi-Segment,Start,333,,1,0,0,0,0,1
2024-06-24,564973,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB Kendall to Central,place-knncl | place-cntsq,Between Stations,RBNB-26,Active Restriction,2023-07-28,,25 mph,Track,99.00000000000091,0.018750000000000173,3.9548618434929707e-4,47.41,1.374431901480734e-4,136.42,Multi-Segment,Start,332,,1,0,0,0,0,1
2024-06-23,564973,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB Kendall to Central,place-knncl | place-cntsq,Between Stations,RBNB-26,Active Restriction,2023-07-28,,25 mph,Track,99.00000000000091,0.018750000000000173,3.9548618434929707e-4,47.41,1.374431901480734e-4,136.42,Multi-Segment,Start,331,,1,0,0,0,0,1
2024-06-22,564973,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB Kendall to Central,place-knncl | place-cntsq,Between Stations,RBNB-26,Active Restriction,2023-07-28,,25 mph,Track,99.00000000000091,0.018750000000000173,3.9548618434929707e-4,47.41,1.374431901480734e-4,136.42,Multi-Segment,Start,330,,1,0,0,0,0,1
2024-06-21,564973,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB Kendall to Central,place-knncl | place-cntsq,Between Stations,RBNB-26,Active Restriction,2023-07-28,,25 mph,Track,99.00000000000091,0.018750000000000173,3.9548618434929707e-4,47.41,1.374431901480734e-4,136.42,Multi-Segment,Start,329,,1,0,0,0,0,1
2024-06-20,564973,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB Kendall to Central,place-knncl | place-cntsq,Between Stations,RBNB-26,Active Restriction,2023-07-28,,25 mph,Track,99.00000000000091,0.018750000000000173,3.9548618434929707e-4,47.41,1.374431901480734e-4,136.42,Multi-Segment,Start,328,,1,0,0,0,0,1
2024-06-19,564973,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB Kendall to Central,place-knncl | place-cntsq,Between Stations,RBNB-26,Active Restriction,2023-07-28,,25 mph,Track,99.00000000000091,0.018750000000000173,3.9548618434929707e-4,47.41,1.374431901480734e-4,136.42,Multi-Segment,Start,327,,1,0,0,0,0,1
2024-06-18,564973,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB Kendall to Central,place-knncl | place-cntsq,Between Stations,RBNB-26,Active Restriction,2023-07-28,,25 mph,Track,99.00000000000091,0.018750000000000173,3.9548618434929707e-4,47.41,1.374431901480734e-4,136.42,Multi-Segment,Start,326,,1,0,0,0,0,1
