Calendar_Date,ID,Track_Direction,Line,Branch,Track_Name,Location_Description,Loc_GTFS_Stop_ID,Location_Type,Direction_Sort,Restriction_Status,Date_Restriction_Reported,Date_Restriction_Cleared,Restriction_Speed_MPH,Restriction_Reason,Restriction_Distance_Feet,Restriction_Distance_Miles,Line_Restricted_Track_Pct,Line_Total_Track_Miles,Systemwide_Restricted_Track_Pct,Systemwide_Total_Track_Miles,SR_Restriction_Distance_Span,Restriction_Path,Restriction_Days_Active_On_Calendar_Day,Restriction_Days_to_Clear,Daily_Restriction_Count_Start,Month_Restriction_Count_Start,Restriction_Count_New,Restriction_Count_Cleared,Month_Restriction_Count_End,Daily_Restriction_Count_End
2024-05-25,526486,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB North Quincy to JFK,place-nqncy | place-jfk,Between Stations,RBNB-10,Active Restriction,2023-03-20,,10 mph,Track,475.9999999999991,0.09015151515151498,0.0019015295328309427,47.41,6.608379647523457e-4,136.42,Multi-Segment,Start,432,,1,0,0,0,0,1
2024-05-24,526486,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB North Quincy to JFK,place-nqncy | place-jfk,Between Stations,RBNB-10,Active Restriction,2023-03-20,,10 mph,Track,475.9999999999991,0.09015151515151498,0.0019015295328309427,47.41,6.608379647523457e-4,136.42,Multi-Segment,Start,431,,1,0,0,0,0,1
2024-05-23,526486,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB North Quincy to JFK,place-nqncy | place-jfk,Between Stations,RBNB-10,Active Restriction,2023-03-20,,10 mph,Track,475.9999999999991,0.09015151515151498,0.0019015295328309427,47.41,6.608379647523457e-4,136.42,Multi-Segment,Start,430,,1,0,0,0,0,1
2024-05-22,526486,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB North Quincy to JFK,place-nqncy | place-jfk,Between Stations,RBNB-10,Active Restriction,2023-03-20,,10 mph,Track,475.9999999999991,0.09015151515151498,0.0019015295328309427,47.41,6.608379647523457e-4,136.42,Multi-Segment,Start,429,,1,0,0,0,0,1
2024-05-21,526486,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB North Quincy to JFK,place-nqncy | place-jfk,Between Stations,RBNB-10,Active Restriction,2023-03-20,,10 mph,Track,475.9999999999991,0.09015151515151498,0.0019015295328309427,47.41,6.608379647523457e-4,136.42,Multi-Segment,Start,428,,1,0,0,0,0,1
2024-05-20,526486,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB North Quincy to JFK,place-nqncy | place-jfk,Between Stations,RBNB-10,Active Restriction,2023-03-20,,10 mph,Track,475.9999999999991,0.09015151515151498,0.0019015295328309427,47.41,6.608379647523457e-4,136.42,Multi-Segment,Start,427,,1,0,0,0,0,1
2024-05-19,526486,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB North Quincy to JFK,place-nqncy | place-jfk,Between Stations,RBNB-10,Active Restriction,2023-03-20,,10 mph,Track,475.9999999999991,0.09015151515151498,0.0019015295328309427,47.41,6.608379647523457e-4,136.42,Multi-Segment,Start,426,,1,0,0,0,0,1
2024-05-18,526486,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB North Quincy to JFK,place-nqncy | place-jfk,Between Stations,RBNB-10,Active Restriction,2023-03-20,,10 mph,Track,475.9999999999991,0.09015151515151498,0.0019015295328309427,47.41,6.608379647523457e-4,136.42,Multi-Segment,Start,425,,1,0,0,0,0,1
2024-05-17,526486,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB North Quincy to JFK,place-nqncy | place-jfk,Between Stations,RBNB-10,Active Restriction,2023-03-20,,10 mph,Track,475.9999999999991,0.09015151515151498,0.0019015295328309427,47.41,6.608379647523457e-4,136.42,Multi-Segment,Start,424,,1,0,0,0,0,1
2024-05-16,526486,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB North Quincy to JFK,place-nqncy | place-jfk,Between Stations,RBNB-10,Active Restriction,2023-03-20,,10 mph,Track,475.9999999999991,0.09015151515151498,0.0019015295328309427,47.41,6.608379647523457e-4,136.42,Multi-Segment,Start,423,,1,0,0,0,0,1
2024-05-15,526486,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB North Quincy to JFK,place-nqncy | place-jfk,Between Stations,RBNB-10,Active Restriction,2023-03-20,,10 mph,Track,475.9999999999991,0.09015151515151498,0.0019015295328309427,47.41,6.608379647523457e-4,136.42,Multi-Segment,Start,422,,1,0,0,0,0,1
2024-05-14,526486,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB North Quincy to JFK,place-nqncy | place-jfk,Between Stations,RBNB-10,Active Restriction,2023-03-20,,10 mph,Track,475.9999999999991,0.09015151515151498,0.0019015295328309427,47.41,6.608379647523457e-4,136.42,Multi-Segment,Start,421,,1,0,0,0,0,1
2024-05-13,526486,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB North Quincy to JFK,place-nqncy | place-jfk,Between Stations,RBNB-10,Active Restriction,2023-03-20,,10 mph,Track,475.9999999999991,0.09015151515151498,0.0019015295328309427,47.41,6.608379647523457e-4,136.42,Multi-Segment,Start,420,,1,0,0,0,0,1
2024-05-12,526486,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB North Quincy to JFK,place-nqncy | place-jfk,Between Stations,RBNB-10,Active Restriction,2023-03-20,,10 mph,Track,475.9999999999991,0.09015151515151498,0.0019015295328309427,47.41,6.608379647523457e-4,136.42,Multi-Segment,Start,419,,1,0,0,0,0,1
2024-05-11,526486,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB North Quincy to JFK,place-nqncy | place-jfk,Between Stations,RBNB-10,Active Restriction,2023-03-20,,10 mph,Track,475.9999999999991,0.09015151515151498,0.0019015295328309427,47.41,6.608379647523457e-4,136.42,Multi-Segment,Start,418,,1,0,0,0,0,1
2024-05-10,526486,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB North Quincy to JFK,place-nqncy | place-jfk,Between Stations,RBNB-10,Active Restriction,2023-03-20,,10 mph,Track,475.9999999999991,0.09015151515151498,0.0019015295328309427,47.41,6.608379647523457e-4,136.42,Multi-Segment,Start,417,,1,0,0,0,0,1
2024-05-09,526486,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB North Quincy to JFK,place-nqncy | place-jfk,Between Stations,RBNB-10,Active Restriction,2023-03-20,,10 mph,Track,475.9999999999991,0.09015151515151498,0.0019015295328309427,47.41,6.608379647523457e-4,136.42,Multi-Segment,Start,416,,1,0,0,0,0,1
2024-05-08,526486,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB North Quincy to JFK,place-nqncy | place-jfk,Between Stations,RBNB-10,Active Restriction,2023-03-20,,10 mph,Track,475.9999999999991,0.09015151515151498,0.0019015295328309427,47.41,6.608379647523457e-4,136.42,Multi-Segment,Start,415,,1,0,0,0,0,1
2024-05-09,000137R,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB JFK to Andrew,place-jfk | place-andrw,Between Stations,RBNB-12,Active Restriction,2024-04-23,,10 mph,Track,199.0000000000009,0.03768939393939411,7.949671786415127e-4,47.41,2.7627469534814627e-4,136.42,Multi-Segment,Start,16,,1,0,0,0,0,1
2024-05-08,000137R,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB JFK to Andrew,place-jfk | place-andrw,Between Stations,RBNB-12,Active Restriction,2024-04-23,,10 mph,Track,199.0000000000009,0.03768939393939411,7.949671786415127e-4,47.41,2.7627469534814627e-4,136.42,Multi-Segment,Start,15,,1,0,0,0,0,1
2024-05-07,000137R,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB JFK to Andrew,place-jfk | place-andrw,Between Stations,RBNB-12,Active Restriction,2024-04-23,,10 mph,Track,199.0000000000009,0.03768939393939411,7.949671786415127e-4,47.41,2.7627469534814627e-4,136.42,Multi-Segment,Start,14,,1,0,0,0,0,1
2024-05-06,000137R,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB JFK to Andrew,place-jfk | place-andrw,Between Stations,RBNB-12,Active Restriction,2024-04-23,,10 mph,Track,199.0000000000009,0.03768939393939411,7.949671786415127e-4,47.41,2.7627469534814627e-4,136.42,Multi-Segment,Start,13,,1,0,0,0,0,1
2024-05-05,000137R,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB JFK to Andrew,place-jfk | place-andrw,Between Stations,RBNB-12,Active Restriction,2024-04-23,,10 mph,Track,199.0000000000009,0.03768939393939411,7.949671786415127e-4,47.41,2.7627469534814627e-4,136.42,Multi-Segment,Start,12,,1,0,0,0,0,1
2024-05-04,000137R,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB JFK to Andrew,place-jfk | place-andrw,Between Stations,RBNB-12,Active Restriction,2024-04-23,,10 mph,Track,199.0000000000009,0.03768939393939411,7.949671786415127e-4,47.41,2.7627469534814627e-4,136.42,Multi-Segment,Start,11,,1,0,0,0,0,1
2024-05-03,000137R,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB JFK to Andrew,place-jfk | place-andrw,Between Stations,RBNB-12,Active Restriction,2024-04-23,,10 mph,Track,199.0000000000009,0.03768939393939411,7.949671786415127e-4,47.41,2.7627469534814627e-4,136.42,Multi-Segment,Start,10,,1,0,0,0,0,1
2024-05-02,000137R,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB JFK to Andrew,place-jfk | place-andrw,Between Stations,RBNB-12,Active Restriction,2024-04-23,,10 mph,Track,199.0000000000009,0.03768939393939411,7.949671786415127e-4,47.41,2.7627469534814627e-4,136.42,Multi-Segment,Start,9,,1,0,0,0,0,1
2024-05-01,000137R,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB JFK to Andrew,place-jfk | place-andrw,Between Stations,RBNB-12,Active Restriction,2024-04-23,,10 mph,Track,199.0000000000009,0.03768939393939411,7.949671786415127e-4,47.41,2.7627469534814627e-4,136.42,Multi-Segment,Start,8,,1,1,0,0,0,1
2024-05-31,508520,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB JFK to Andrew,place-jfk | place-andrw,Between Stations,RBNB-12,Active Restriction,2023-01-13,,10 mph,Track,513.9999999999986,0.09734848484848459,0.0020533323106619824,47.41,7.135939367283726e-4,136.42,Multi-Segment,End,504,,0,0,0,0,0,0
2024-05-30,508520,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB JFK to Andrew,place-jfk | place-andrw,Between Stations,RBNB-12,Active Restriction,2023-01-13,,10 mph,Track,513.9999999999986,0.09734848484848459,0.0020533323106619824,47.41,7.135939367283726e-4,136.42,Multi-Segment,End,503,,0,0,0,0,0,0
2024-05-29,508520,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB JFK to Andrew,place-jfk | place-andrw,Between Stations,RBNB-12,Active Restriction,2023-01-13,,10 mph,Track,513.9999999999986,0.09734848484848459,0.0020533323106619824,47.41,7.135939367283726e-4,136.42,Multi-Segment,End,502,,0,0,0,0,0,0
2024-05-28,508520,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB JFK to Andrew,place-jfk | place-andrw,Between Stations,RBNB-12,Active Restriction,2023-01-13,,10 mph,Track,513.9999999999986,0.09734848484848459,0.0020533323106619824,47.41,7.135939367283726e-4,136.42,Multi-Segment,End,501,,0,0,0,0,0,0
2024-05-27,508520,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB JFK to Andrew,place-jfk | place-andrw,Between Stations,RBNB-12,Active Restriction,2023-01-13,,10 mph,Track,513.9999999999986,0.09734848484848459,0.0020533323106619824,47.41,7.135939367283726e-4,136.42,Multi-Segment,End,500,,0,0,0,0,0,0
2024-05-26,508520,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB JFK to Andrew,place-jfk | place-andrw,Between Stations,RBNB-12,Active Restriction,2023-01-13,,10 mph,Track,513.9999999999986,0.09734848484848459,0.0020533323106619824,47.41,7.135939367283726e-4,136.42,Multi-Segment,End,499,,0,0,0,0,0,0
2024-05-25,508520,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB JFK to Andrew,place-jfk | place-andrw,Between Stations,RBNB-12,Active Restriction,2023-01-13,,10 mph,Track,513.9999999999986,0.09734848484848459,0.0020533323106619824,47.41,7.135939367283726e-4,136.42,Multi-Segment,End,498,,0,0,0,0,0,0
2024-05-24,508520,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB JFK to Andrew,place-jfk | place-andrw,Between Stations,RBNB-12,Active Restriction,2023-01-13,,10 mph,Track,513.9999999999986,0.09734848484848459,0.0020533323106619824,47.41,7.135939367283726e-4,136.42,Multi-Segment,End,497,,0,0,0,0,0,0
2024-05-23,508520,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB JFK to Andrew,place-jfk | place-andrw,Between Stations,RBNB-12,Active Restriction,2023-01-13,,10 mph,Track,513.9999999999986,0.09734848484848459,0.0020533323106619824,47.41,7.135939367283726e-4,136.42,Multi-Segment,End,496,,0,0,0,0,0,0
2024-05-22,508520,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB JFK to Andrew,place-jfk | place-andrw,Between Stations,RBNB-12,Active Restriction,2023-01-13,,10 mph,Track,513.9999999999986,0.09734848484848459,0.0020533323106619824,47.41,7.135939367283726e-4,136.42,Multi-Segment,End,495,,0,0,0,0,0,0
2024-05-21,508520,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB JFK to Andrew,place-jfk | place-andrw,Between Stations,RBNB-12,Active Restriction,2023-01-13,,10 mph,Track,513.9999999999986,0.09734848484848459,0.0020533323106619824,47.41,7.135939367283726e-4,136.42,Multi-Segment,End,494,,0,0,0,0,0,0
2024-05-20,508520,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB JFK to Andrew,place-jfk | place-andrw,Between Stations,RBNB-12,Active Restriction,2023-01-13,,10 mph,Track,513.9999999999986,0.09734848484848459,0.0020533323106619824,47.41,7.135939367283726e-4,136.42,Multi-Segment,End,493,,0,0,0,0,0,0
2024-05-19,508520,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB JFK to Andrew,place-jfk | place-andrw,Between Stations,RBNB-12,Active Restriction,2023-01-13,,10 mph,Track,513.9999999999986,0.09734848484848459,0.0020533323106619824,47.41,7.135939367283726e-4,136.42,Multi-Segment,End,492,,0,0,0,0,0,0
2024-05-18,508520,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB JFK to Andrew,place-jfk | place-andrw,Between Stations,RBNB-12,Active Restriction,2023-01-13,,10 mph,Track,513.9999999999986,0.09734848484848459,0.0020533323106619824,47.41,7.135939367283726e-4,136.42,Multi-Segment,End,491,,0,0,0,0,0,0
2024-05-17,508520,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB JFK to Andrew,place-jfk | place-andrw,Between Stations,RBNB-12,Active Restriction,2023-01-13,,10 mph,Track,513.9999999999986,0.09734848484848459,0.0020533323106619824,47.41,7.135939367283726e-4,136.42,Multi-Segment,End,490,,0,0,0,0,0,0
2024-05-16,508520,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB JFK to Andrew,place-jfk | place-andrw,Between Stations,RBNB-12,Active Restriction,2023-01-13,,10 mph,Track,513.9999999999986,0.09734848484848459,0.0020533323106619824,47.41,7.135939367283726e-4,136.42,Multi-Segment,End,489,,0,0,0,0,0,0
2024-05-15,508520,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB JFK to Andrew,place-jfk | place-andrw,Between Stations,RBNB-12,Active Restriction,2023-01-13,,10 mph,Track,513.9999999999986,0.09734848484848459,0.0020533323106619824,47.41,7.135939367283726e-4,136.42,Multi-Segment,End,488,,0,0,0,0,0,0
2024-05-14,508520,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB JFK to Andrew,place-jfk | place-andrw,Between Stations,RBNB-12,Active Restriction,2023-01-13,,10 mph,Track,513.9999999999986,0.09734848484848459,0.0020533323106619824,47.41,7.135939367283726e-4,136.42,Multi-Segment,End,487,,0,0,0,0,0,0
2024-05-13,508520,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB JFK to Andrew,place-jfk | place-andrw,Between Stations,RBNB-12,Active Restriction,2023-01-13,,10 mph,Track,513.9999999999986,0.09734848484848459,0.0020533323106619824,47.41,7.135939367283726e-4,136.42,Multi-Segment,End,486,,0,0,0,0,0,0
2024-05-12,508520,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB JFK to Andrew,place-jfk | place-andrw,Between Stations,RBNB-12,Active Restriction,2023-01-13,,10 mph,Track,513.9999999999986,0.09734848484848459,0.0020533323106619824,47.41,7.135939367283726e-4,136.42,Multi-Segment,End,485,,0,0,0,0,0,0
2024-05-11,508520,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB JFK to Andrew,place-jfk | place-andrw,Between Stations,RBNB-12,Active Restriction,2023-01-13,,10 mph,Track,513.9999999999986,0.09734848484848459,0.0020533323106619824,47.41,7.135939367283726e-4,136.42,Multi-Segment,End,484,,0,0,0,0,0,0
2024-05-10,508520,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB JFK to Andrew,place-jfk | place-andrw,Between Stations,RBNB-12,Active Restriction,2023-01-13,,10 mph,Track,513.9999999999986,0.09734848484848459,0.0020533323106619824,47.41,7.135939367283726e-4,136.42,Multi-Segment,End,483,,0,0,0,0,0,0
2024-05-09,508520,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB JFK to Andrew,place-jfk | place-andrw,Between Stations,RBNB-12,Active Restriction,2023-01-13,,10 mph,Track,513.9999999999986,0.09734848484848459,0.0020533323106619824,47.41,7.135939367283726e-4,136.42,Multi-Segment,End,482,,0,0,0,0,0,0
2024-05-31,549345,WB,Green Line,Green Line - B,GL Kenmore-Boston Col. WB,WB Warren St to Washington St,place-wrnst | place-wascm,Between Stations,GBWB-22,Active Restriction,2023-06-14,,6 mph,Track,451.99999999999807,0.08560606060606024,0.0015855910466023382,53.99,6.275184035043267e-4,136.42,Multi-Segment,End,352,,0,0,0,0,0,0
2024-05-30,549345,WB,Green Line,Green Line - B,GL Kenmore-Boston Col. WB,WB Warren St to Washington St,place-wrnst | place-wascm,Between Stations,GBWB-22,Active Restriction,2023-06-14,,6 mph,Track,451.99999999999807,0.08560606060606024,0.0015855910466023382,53.99,6.275184035043267e-4,136.42,Multi-Segment,End,351,,0,0,0,0,0,0
2024-05-29,549345,WB,Green Line,Green Line - B,GL Kenmore-Boston Col. WB,WB Warren St to Washington St,place-wrnst | place-wascm,Between Stations,GBWB-22,Active Restriction,2023-06-14,,6 mph,Track,451.99999999999807,0.08560606060606024,0.0015855910466023382,53.99,6.275184035043267e-4,136.42,Multi-Segment,End,350,,0,0,0,0,0,0
2024-05-28,549345,WB,Green Line,Green Line - B,GL Kenmore-Boston Col. WB,WB Warren St to Washington St,place-wrnst | place-wascm,Between Stations,GBWB-22,Active Restriction,2023-06-14,,6 mph,Track,451.99999999999807,0.08560606060606024,0.0015855910466023382,53.99,6.275184035043267e-4,136.42,Multi-Segment,End,349,,0,0,0,0,0,0
2024-05-27,549345,WB,Green Line,Green Line - B,GL Kenmore-Boston Col. WB,WB Warren St to Washington St,place-wrnst | place-wascm,Between Stations,GBWB-22,Active Restriction,2023-06-14,,6 mph,Track,451.99999999999807,0.08560606060606024,0.0015855910466023382,53.99,6.275184035043267e-4,136.42,Multi-Segment,End,348,,0,0,0,0,0,0
2024-05-26,549345,WB,Green Line,Green Line - B,GL Kenmore-Boston Col. WB,WB Warren St to Washington St,place-wrnst | place-wascm,Between Stations,GBWB-22,Active Restriction,2023-06-14,,6 mph,Track,451.99999999999807,0.08560606060606024,0.0015855910466023382,53.99,6.275184035043267e-4,136.42,Multi-Segment,End,347,,0,0,0,0,0,0
2024-05-25,549345,WB,Green Line,Green Line - B,GL Kenmore-Boston Col. WB,WB Warren St to Washington St,place-wrnst | place-wascm,Between Stations,GBWB-22,Active Restriction,2023-06-14,,6 mph,Track,451.99999999999807,0.08560606060606024,0.0015855910466023382,53.99,6.275184035043267e-4,136.42,Multi-Segment,End,346,,0,0,0,0,0,0
2024-05-24,549345,WB,Green Line,Green Line - B,GL Kenmore-Boston Col. WB,WB Warren St to Washington St,place-wrnst | place-wascm,Between Stations,GBWB-22,Active Restriction,2023-06-14,,6 mph,Track,451.99999999999807,0.08560606060606024,0.0015855910466023382,53.99,6.275184035043267e-4,136.42,Multi-Segment,End,345,,0,0,0,0,0,0
2024-05-23,549345,WB,Green Line,Green Line - B,GL Kenmore-Boston Col. WB,WB Warren St to Washington St,place-wrnst | place-wascm,Between Stations,GBWB-22,Active Restriction,2023-06-14,,6 mph,Track,451.99999999999807,0.08560606060606024,0.0015855910466023382,53.99,6.275184035043267e-4,136.42,Multi-Segment,End,344,,0,0,0,0,0,0
2024-05-22,549345,WB,Green Line,Green Line - B,GL Kenmore-Boston Col. WB,WB Warren St to Washington St,place-wrnst | place-wascm,Between Stations,GBWB-22,Active Restriction,2023-06-14,,6 mph,Track,451.99999999999807,0.08560606060606024,0.0015855910466023382,53.99,6.275184035043267e-4,136.42,Multi-Segment,End,343,,0,0,0,0,0,0
2024-05-21,549345,WB,Green Line,Green Line - B,GL Kenmore-Boston Col. WB,WB Warren St to Washington St,place-wrnst | place-wascm,Between Stations,GBWB-22,Active Restriction,2023-06-14,,6 mph,Track,451.99999999999807,0.08560606060606024,0.0015855910466023382,53.99,6.275184035043267e-4,136.42,Multi-Segment,End,342,,0,0,0,0,0,0
2024-05-20,549345,WB,Green Line,Green Line - B,GL Kenmore-Boston Col. WB,WB Warren St to Washington St,place-wrnst | place-wascm,Between Stations,GBWB-22,Active Restriction,2023-06-14,,6 mph,Track,451.99999999999807,0.08560606060606024,0.0015855910466023382,53.99,6.275184035043267e-4,136.42,Multi-Segment,End,341,,0,0,0,0,0,0
