Calendar_Date,ID,Track_Direction,Line,Branch,Track_Name,Location_Description,Loc_GTFS_Stop_ID,Location_Type,Direction_Sort,Restriction_Status,Date_Restriction_Reported,Date_Restriction_Cleared,Restriction_Speed_MPH,Restriction_Reason,Restriction_Distance_Feet,Restriction_Distance_Miles,Line_Restricted_Track_Pct,Line_Total_Track_Miles,Systemwide_Restricted_Track_Pct,Systemwide_Total_Track_Miles,SR_Restriction_Distance_Span,Restriction_Path,Restriction_Days_Active_On_Calendar_Day,Restriction_Days_to_Clear,Daily_Restriction_Count_Start,Month_Restriction_Count_Start,Restriction_Count_New,Restriction_Count_Cleared,Month_Restriction_Count_End,Daily_Restriction_Count_End
2025-02-20,000162G,IB,Red Line,Red Line - Mattapan,Mattapan Line SB,IB Cedar Grove to Butler,place-cedgr | place-butlr,Between Stations,MLIB-12,Active Restriction,2025-02-19,,10 mph,,300,0.056818181818181816,0.0011984429828766467,47.41,4.164945156002186e-4,136.42,Single Segment,Start|End,1,,1,0,0,0,0,1
2025-02-19,000162G,IB,Red Line,Red Line - Mattapan,Mattapan Line SB,IB Cedar Grove to Butler,place-cedgr | place-butlr,Between Stations,MLIB-12,Restriction Opened,2025-02-19,,10 mph,,300,0.056818181818181816,0.0011984429828766467,47.41,4.164945156002186e-4,136.42,Single Segment,Start|End,0,,0,0,1,0,0,1
2025-02-26,000031B,WB,Blue Line,Blue Line,BL WB,WB Wood Island Station,place-wimnl,Station,BLWB-11,Restriction Cleared,2025-02-25,2025-02-26,10 mph,Track,300,0.056818181818181816,0.004552738927738927,12.48,4.164945156002186e-4,136.42,Single Segment,Start|End,1,1,1,0,0,-1,0,0
2025-02-25,000031B,WB,Blue Line,Blue Line,BL WB,WB Wood Island Station,place-wimnl,Station,BLWB-11,Restriction Opened,2025-02-25,,10 mph,Track,300,0.056818181818181816,0.004552738927738927,12.48,4.164945156002186e-4,136.42,Single Segment,Start|End,0,,0,0,1,0,0,1
2025-02-28,000091L,SB,Orange Line,Orange Line,OL SB,SB Wellington to Assembly,place-welln | place-astao,Between Stations,OLSB-06,Active Restriction,2025-02-27,,25 mph,,1600,0.30303030303030304,0.013444112822994812,22.54,0.002221304083201166,136.42,Single Segment,Start|End,1,,1,0,0,0,1,1
2025-02-27,000091L,SB,Orange Line,Orange Line,OL SB,SB Wellington to Assembly,place-welln | place-astao,Between Stations,OLSB-06,Restriction Opened,2025-02-27,,25 mph,,1600,0.30303030303030304,0.013444112822994812,22.54,0.002221304083201166,136.42,Single Segment,Start|End,0,,0,0,1,0,0,1
2025-02-02,000090L,SB,Orange Line,Orange Line,OL SB,SB Jackson Sq. to Stony Brook,place-jaksn | place-sbmnl,Between Stations,OLSB-34,Active Restriction,2025-01-31,,10 mph,,200,0.03787878787878788,0.0016805141028743515,22.54,2.7766301040014574e-4,136.42,Single Segment,Start|End,2,,1,0,0,0,0,1
2025-02-01,000090L,SB,Orange Line,Orange Line,OL SB,SB Jackson Sq. to Stony Brook,place-jaksn | place-sbmnl,Between Stations,OLSB-34,Active Restriction,2025-01-31,,10 mph,,200,0.03787878787878788,0.0016805141028743515,22.54,2.7766301040014574e-4,136.42,Single Segment,Start|End,1,,1,1,0,0,0,1
2025-02-03,000089L,NB,Orange Line,Orange Line,OL NB,NB Stony Brook to Jackson Sq.,place-sbmnl | place-jaksn,Between Stations,OLNB-06,Restriction Cleared,2025-01-31,2025-02-03,10 mph,,200,0.03787878787878788,0.0016805141028743515,22.54,2.7766301040014574e-4,136.42,Single Segment,Start|End,3,3,1,0,0,-1,0,0
2025-02-03,000090L,SB,Orange Line,Orange Line,OL SB,SB Jackson Sq. to Stony Brook,place-jaksn | place-sbmnl,Between Stations,OLSB-34,Restriction Cleared,2025-01-31,2025-02-03,10 mph,,200,0.03787878787878788,0.0016805141028743515,22.54,2.7766301040014574e-4,136.42,Single Segment,Start|End,3,3,1,0,0,-1,0,0
2025-02-02,000089L,NB,Orange Line,Orange Line,OL NB,NB Stony Brook to Jackson Sq.,place-sbmnl | place-jaksn,Between Stations,OLNB-06,Active Restriction,2025-01-31,,10 mph,,200,0.03787878787878788,0.0016805141028743515,22.54,2.7766301040014574e-4,136.42,Single Segment,Start|End,2,,1,0,0,0,0,1
2025-02-01,000089L,NB,Orange Line,Orange Line,OL NB,NB Stony Brook to Jackson Sq.,place-sbmnl | place-jaksn,Between Stations,OLNB-06,Active Restriction,2025-01-31,,10 mph,,200,0.03787878787878788,0.0016805141028743515,22.54,2.7766301040014574e-4,136.42,Single Segment,Start|End,1,,1,1,0,0,0,1
2025-02-28,000184R,SB,Red Line,Red Line - Ashmont,RL JFK-Ashmont SB,SB JFK to Savin Hill,place-jfk | place-shmnl,Between Stations,RASB-03,Active Restriction,2025-02-22,,10 mph,Track,600,0.11363636363636363,0.0023968859657532934,47.41,8.329890312004372e-4,136.42,Single Segment,Start|End,6,,1,0,0,0,1,1
2025-02-27,000184R,SB,Red Line,Red Line - Ashmont,RL JFK-Ashmont SB,SB JFK to Savin Hill,place-jfk | place-shmnl,Between Stations,RASB-03,Active Restriction,2025-02-22,,10 mph,Track,600,0.11363636363636363,0.0023968859657532934,47.41,8.329890312004372e-4,136.42,Single Segment,Start|End,5,,1,0,0,0,0,1
2025-02-26,000184R,SB,Red Line,Red Line - Ashmont,RL JFK-Ashmont SB,SB JFK to Savin Hill,place-jfk | place-shmnl,Between Stations,RASB-03,Active Restriction,2025-02-22,,10 mph,Track,600,0.11363636363636363,0.0023968859657532934,47.41,8.329890312004372e-4,136.42,Single Segment,Start|End,4,,1,0,0,0,0,1
2025-02-25,000184R,SB,Red Line,Red Line - Ashmont,RL JFK-Ashmont SB,SB JFK to Savin Hill,place-jfk | place-shmnl,Between Stations,RASB-03,Active Restriction,2025-02-22,,10 mph,Track,600,0.11363636363636363,0.0023968859657532934,47.41,8.329890312004372e-4,136.42,Single Segment,Start|End,3,,1,0,0,0,0,1
2025-02-24,000184R,SB,Red Line,Red Line - Ashmont,RL JFK-Ashmont SB,SB JFK to Savin Hill,place-jfk | place-shmnl,Between Stations,RASB-03,Active Restriction,2025-02-22,,10 mph,Track,600,0.11363636363636363,0.0023968859657532934,47.41,8.329890312004372e-4,136.42,Single Segment,Start|End,2,,1,0,0,0,0,1
2025-02-23,000184R,SB,Red Line,Red Line - Ashmont,RL JFK-Ashmont SB,SB JFK to Savin Hill,place-jfk | place-shmnl,Between Stations,RASB-03,Active Restriction,2025-02-22,,10 mph,Track,600,0.11363636363636363,0.0023968859657532934,47.41,8.329890312004372e-4,136.42,Single Segment,Start|End,1,,1,0,0,0,0,1
2025-02-06,000180R,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB Davis to Alewife,place-davis | place-alfcl,Between Stations,RBNB-34,Restriction Cleared,2025-02-05,2025-02-06,10 mph,Track,300,0.056818181818181816,0.0011984429828766467,47.41,4.164945156002186e-4,136.42,Single Segment,Start|End,1,1,1,0,0,-1,0,0
2025-02-11,000182R,SB,Red Line,Red Line - Braintree,RL Alewife-Braintree SB,SB South Sta. to Broadway,place-sstat | place-brdwy,Between Stations,RBSB-20,Restriction Cleared,2025-02-08,2025-02-11,10 mph,Track,700,0.13257575757575757,0.002796366960045509,47.41,9.7182053640051e-4,136.42,Single Segment,Start|End,3,3,1,0,0,-1,0,0
2025-02-11,000181R,SB,Red Line,Red Line - Braintree,RL Alewife-Braintree SB,SB Broadway to Andrew,place-brdwy | place-andrw,Between Stations,RBSB-22,Restriction Cleared,2025-02-06,2025-02-11,10 mph,Track,400,0.07575757575757576,0.0015979239771688623,47.41,5.553260208002915e-4,136.42,Single Segment,Start|End,5,5,1,0,0,-1,0,0
2025-02-26,000185R,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB Central to Harvard,place-cntsq | place-harsq,Between Stations,RBNB-28,Restriction Opened,2025-02-26,,10 mph,Track,400,0.07575757575757576,0.0015979239771688623,47.41,5.553260208002915e-4,136.42,Single Segment,Start|End,0,,0,0,1,0,0,1
2025-02-05,000180R,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB Davis to Alewife,place-davis | place-alfcl,Between Stations,RBNB-34,Restriction Opened,2025-02-05,,10 mph,Track,300,0.056818181818181816,0.0011984429828766467,47.41,4.164945156002186e-4,136.42,Single Segment,Start|End,0,,0,0,1,0,0,1
2025-02-08,000182R,SB,Red Line,Red Line - Braintree,RL Alewife-Braintree SB,SB South Sta. to Broadway,place-sstat | place-brdwy,Between Stations,RBSB-20,Restriction Opened,2025-02-08,,10 mph,Track,700,0.13257575757575757,0.002796366960045509,47.41,9.7182053640051e-4,136.42,Single Segment,Start|End,0,,0,0,1,0,0,1
2025-02-06,000181R,SB,Red Line,Red Line - Braintree,RL Alewife-Braintree SB,SB Broadway to Andrew,place-brdwy | place-andrw,Between Stations,RBSB-22,Restriction Opened,2025-02-06,,10 mph,Track,400,0.07575757575757576,0.0015979239771688623,47.41,5.553260208002915e-4,136.42,Single Segment,Start|End,0,,0,0,1,0,0,1
2025-02-22,000184R,SB,Red Line,Red Line - Ashmont,RL JFK-Ashmont SB,SB JFK to Savin Hill,place-jfk | place-shmnl,Between Stations,RASB-03,Restriction Opened,2025-02-22,,10 mph,Track,600,0.11363636363636363,0.0023968859657532934,47.41,8.329890312004372e-4,136.42,Single Segment,Start|End,0,,0,0,1,0,0,1
2025-02-24,000163G,EB,Green Line,Green Line - C,GL Kenmore-Cleveland Cir. EB,EB Coolidge Corner Station,place-cool,Station,GCEB-17,Restriction Cleared,2025-02-23,2025-02-24,3 mph,Track,160.00000000000085,0.030303030303030463,5.612711669388861e-4,53.99,2.2213040832011778e-4,136.42,Single Segment,Start|End,1,1,1,0,0,-1,0,0
2025-02-23,000163G,EB,Green Line,Green Line - C,GL Kenmore-Cleveland Cir. EB,EB Coolidge Corner Station,place-cool,Station,GCEB-17,Restriction Opened,2025-02-23,,3 mph,Track,160.00000000000085,0.030303030303030463,5.612711669388861e-4,53.99,2.2213040832011778e-4,136.42,Single Segment,Start|End,0,,0,0,1,0,0,1
2025-02-22,000183R,SB,Red Line,Red Line - Braintree,RL Alewife-Braintree SB,SB JFK to North Quincy,place-jfk | place-nqncy,Between Stations,RBSB-26,Restriction Opened/Cleared,2025-02-22,2025-02-22,10 mph,Track,600,0.11363636363636363,0.0023968859657532934,47.41,8.329890312004372e-4,136.42,Single Segment,Start|End,0,0,0,0,1,-1,0,0
2025-02-10,000182R,SB,Red Line,Red Line - Braintree,RL Alewife-Braintree SB,SB South Sta. to Broadway,place-sstat | place-brdwy,Between Stations,RBSB-20,Active Restriction,2025-02-08,,10 mph,Track,700,0.13257575757575757,0.002796366960045509,47.41,9.7182053640051e-4,136.42,Single Segment,Start|End,2,,1,0,0,0,0,1
2025-02-09,000182R,SB,Red Line,Red Line - Braintree,RL Alewife-Braintree SB,SB South Sta. to Broadway,place-sstat | place-brdwy,Between Stations,RBSB-20,Active Restriction,2025-02-08,,10 mph,Track,700,0.13257575757575757,0.002796366960045509,47.41,9.7182053640051e-4,136.42,Single Segment,Start|End,1,,1,0,0,0,0,1
2025-02-10,000181R,SB,Red Line,Red Line - Braintree,RL Alewife-Braintree SB,SB Broadway to Andrew,place-brdwy | place-andrw,Between Stations,RBSB-22,Active Restriction,2025-02-06,,10 mph,Track,400,0.07575757575757576,0.0015979239771688623,47.41,5.553260208002915e-4,136.42,Single Segment,Start|End,4,,1,0,0,0,0,1
2025-02-09,000181R,SB,Red Line,Red Line - Braintree,RL Alewife-Braintree SB,SB Broadway to Andrew,place-brdwy | place-andrw,Between Stations,RBSB-22,Active Restriction,2025-02-06,,10 mph,Track,400,0.07575757575757576,0.0015979239771688623,47.41,5.553260208002915e-4,136.42,Single Segment,Start|End,3,,1,0,0,0,0,1
2025-02-08,000181R,SB,Red Line,Red Line - Braintree,RL Alewife-Braintree SB,SB Broadway to Andrew,place-brdwy | place-andrw,Between Stations,RBSB-22,Active Restriction,2025-02-06,,10 mph,Track,400,0.07575757575757576,0.0015979239771688623,47.41,5.553260208002915e-4,136.42,Single Segment,Start|End,2,,1,0,0,0,0,1
2025-02-07,000181R,SB,Red Line,Red Line - Braintree,RL Alewife-Braintree SB,SB Broadway to Andrew,place-brdwy | place-andrw,Between Stations,RBSB-22,Active Restriction,2025-02-06,,10 mph,Track,400,0.07575757575757576,0.0015979239771688623,47.41,5.553260208002915e-4,136.42,Single Segment,Start|End,1,,1,0,0,0,0,1
2025-02-25,000164G,WB,Green Line,Green Line - C,GL Kenmore-Cleveland Cir. WB,WB Brandon Hall to Fairbanks St,place-bndhl | place-fbkst,Between Stations,GCWB-16,Restriction Cleared,2025-02-24,2025-02-25,3 mph,Power,405.9999999999988,0.07689393939393917,0.0014242255861074118,53.99,5.636559111122942e-4,136.42,Multi-Segment,End,1,1,0,0,0,0,0,0
2025-02-24,000164G,WB,Green Line,Green Line - C,GL Kenmore-Cleveland Cir. WB,WB Brandon Hall to Fairbanks St,place-bndhl | place-fbkst,Between Stations,GCWB-16,Restriction Opened,2025-02-24,,3 mph,Power,405.9999999999988,0.07689393939393917,0.0014242255861074118,53.99,5.636559111122942e-4,136.42,Multi-Segment,End,0,,0,0,0,0,0,0
2025-02-28,000185R,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB Central to Harvard,place-cntsq | place-harsq,Between Stations,RBNB-28,Active Restriction,2025-02-26,,10 mph,Track,400,0.07575757575757576,0.0015979239771688623,47.41,5.553260208002915e-4,136.42,Single Segment,Start|End,2,,1,0,0,0,1,1
2025-02-27,000185R,NB,Red Line,Red Line - Braintree,RL Alewife-Braintree NB,NB Central to Harvard,place-cntsq | place-harsq,Between Stations,RBNB-28,Active Restriction,2025-02-26,,10 mph,Track,400,0.07575757575757576,0.0015979239771688623,47.41,5.553260208002915e-4,136.42,Single Segment,Start|End,1,,1,0,0,0,0,1
2025-02-25,000164G,WB,Green Line,Green Line - C,GL Kenmore-Cleveland Cir. WB,WB Brandon Hall Station,place-bndhl,Station,GCWB-15,Restriction Cleared,2025-02-24,2025-02-25,3 mph,Power,219.0000000000012,0.04147727272727295,7.682399097476005e-4,53.99,3.0404099638816126e-4,136.42,Multi-Segment,Midpoint,1,1,0,0,0,0,0,0
2025-02-24,000164G,WB,Green Line,Green Line - C,GL Kenmore-Cleveland Cir. WB,WB Brandon Hall Station,place-bndhl,Station,GCWB-15,Restriction Opened,2025-02-24,,3 mph,Power,219.0000000000012,0.04147727272727295,7.682399097476005e-4,53.99,3.0404099638816126e-4,136.42,Multi-Segment,Midpoint,0,,0,0,0,0,0,0
